name,barcode,normalized_name,cluster_id,true_category,predicted_category,confidence,method_used,approach2_prediction,approach2_confidence,approach4_prediction,approach4_confidence
NOC service,BC255270986,noc service,7,,Services,0.9611108899116516,zeroshot_high_conf,Furniture,0.7755143211586504,Services,0.9611108899116516
metal Steelcase storage Model A-378,BC300388921,metal steelcase storage model a-378,1,,Technology,0.697032876792899,semantic_conf,Technology,0.7744809742143323,Furniture,0.6524931788444519
biurko - Refurbished,BC921584159,biurko - refurbished,8,,Services,0.7018175923142542,semantic_conf,Services,0.7797973247936157,Furniture,0.5151843309402465
ink jet gaming,BC422544802,ink jet gaming,8,Technology,Services,0.6904124104294885,semantic_conf,Services,0.7671249004772095,Technology,0.6260808706283569
B&W printer wireless Gen 2,BC294995530,bw printer wireless gen 2,18,,Technology,0.9109802842140198,zeroshot_high_conf,Services,0.7516857772333094,Technology,0.9109802842140198
glass divan,BC158569033,glass divan,11,Furniture,Furniture,0.9118666052818298,zeroshot_high_conf,Technology,0.7560213816666566,Furniture,0.9118666052818298
Knoll office sofa,BC719080517,knoll office sofa,5,,Furniture,0.9848794937133789,zeroshot_high_conf,Technology,0.7644846061742758,Furniture,0.9848794937133789
cell phone plan business,BC742827694,cell phone plan business,4,Services,Furniture,0.6862832674653153,semantic_conf,Furniture,0.7625369638503503,Technology,0.7605301141738892
خدمة الإنترنت,BC840580333,خدمة الانترنت,7,Services,Furniture,0.6888282507333066,semantic_conf,Furniture,0.7653647230370073,Services,0.4860521793365478
ink jet,BC305746804,ink jet,18,Technology,Services,0.6724283327993157,semantic_conf,Services,0.7471425919992396,Technology,0.6834354996681213
business internet monthly,BC226222619,business internet monthly,6,Services,Furniture,0.6809066930136582,semantic_conf,Furniture,0.756562992237398,Services,0.4928754329681396
4k monitor Plus,BC191597206,4k monitor plus,12,,Technology,0.9133533835411072,zeroshot_high_conf,Services,0.7710797203087769,Technology,0.9133533835411072
printer Plus,BC447549695,printer plus,18,,Services,0.6935627450879814,semantic_conf,Services,0.7706252723199793,Technology,0.6015705466270447
medium loveseat,BC924790131,medium loveseat,5,Furniture,Furniture,0.9548701047897339,zeroshot_high_conf,Technology,0.7474540094411826,Furniture,0.9548701047897339
fabric conference chair,BC186138889,fabric conference chair,14,Furniture,Furniture,0.7102679908275604,zeroshot_fallback,Technology,0.7686366369312302,Furniture,0.7891866564750671
divan,BC247382533,divan,11,Furniture,Furniture,0.9006837606430054,zeroshot_high_conf,Technology,0.7780407083535157,Furniture,0.9006837606430054
Adobe Creative Suite basic subscription,BC353366389,adobe creative suite basic subscription,6,,Furniture,0.6889492431006333,semantic_conf,Furniture,0.7654991590007036,Technology,0.6059291362762451
Allsteel Workstation WS-Pro,BC303770248,allsteel workstation ws-pro,8,,Services,0.6990126454148401,semantic_conf,Services,0.7766807171276001,Furniture,0.6264194726943969
Herman Miller large HON table,BC191352864,herman miller large hon table,14,,Furniture,0.9413316249847412,zeroshot_high_conf,Technology,0.751328699785997,Furniture,0.9413316249847412
Brother MFC certified,BC523216102,brother mfc certified,9,,Services,0.6446751423427727,semantic_conf,Services,0.7163057137141918,Furniture,0.5808688402175903
Office Software per device package,BC248294102,office software per device package,17,,Furniture,0.6823612701151337,semantic_conf,Furniture,0.7581791890168152,Technology,0.6489540338516235
Adobe Creative Suite,BC475505122,adobe creative suite,6,,Furniture,0.6852977910361191,semantic_conf,Furniture,0.7614419900401324,Technology,0.6318116784095764
HP OfficeJet backlit Plus,BC446389157,hp officejet backlit plus,8,,Services,0.6851662241730798,semantic_conf,Services,0.7612958046367554,Technology,0.7185909748077393
NOC service premium,BC459048149,noc service premium,7,,Services,0.9114088416099548,zeroshot_high_conf,Furniture,0.762241141627553,Services,0.9114088416099548
MSP service limited,BC586155117,msp service limited,7,,Services,0.8997610807418823,zeroshot_high_conf,Furniture,0.7595091627342729,Services,0.8997610807418823
standing desk,BC301864129,standing desk,3,Furniture,Furniture,0.836651623249054,zeroshot_high_conf,Technology,0.777161946519784,Furniture,0.836651623249054
skrivbord,BC400855850,skrivbord,10,Furniture,Technology,0.6619209847355321,semantic_conf,Technology,0.7354677608172578,Furniture,0.5232302665710449
キャビネット Model Pro-175,BC854677179,キャヒネット model pro-175,1,,Technology,0.6879585881862553,semantic_conf,Technology,0.7643984313180615,Furniture,0.5063358306884765
surface pro backlit v3,BC389046078,surface pro backlit v3,8,Technology,Services,0.6919570946011652,semantic_conf,Services,0.7688412162235169,Technology,0.6942078351974487
Box subscription,BC405669440,box subscription,6,,Furniture,0.6780103900751969,semantic_conf,Furniture,0.7533448778613299,Services,0.653365433216095
TAASK CHAIR,BC267618731,taask chair,14,,Furniture,0.8410381078720093,zeroshot_high_conf,Technology,0.7743956973140732,Furniture,0.8410381078720093
curved monitor,BC607692567,curved monitor,12,Technology,Technology,0.8797231316566467,zeroshot_high_conf,Services,0.7551781547570191,Technology,0.8797231316566467
chaise,BC200889109,chaise,19,Furniture,Furniture,0.9544678926467896,zeroshot_high_conf,Technology,0.779095147957742,Furniture,0.9544678926467896
HON compact escritorio,BC338462628,hon compact escritorio,14,,Technology,0.8775734987348757,agreement,Technology,0.7619399358814255,Technology,0.5881731390953063
소프트웨어 professional package,BC113107987,소프트웨어 professional package,6,Services,Furniture,0.662447462352266,semantic_conf,Furniture,0.7360527359469622,Services,0.6753463268280029
support contract professional,BC155094221,support contract professional,13,Services,Services,0.691469943523407,zeroshot_fallback,Furniture,0.7680786895786831,Services,0.76829993724823
Kimball Lounge Seating LS-200,BC867658814,kimball lounge seating ls-200,5,,Furniture,0.9570173621177673,zeroshot_high_conf,Technology,0.7431654552495932,Furniture,0.9570173621177673
wardrobe Model B-795,BC214949614,wardrobe model b-795,1,,Technology,0.7044082542095098,semantic_conf,Technology,0.7826758380105664,Furniture,0.5550673484802245
шкаф,BC862022549,шкаф,16,Furniture,Technology,0.6944585555167141,semantic_conf,Technology,0.7716206172407934,Services,0.5354527592658996
soporte técnico,BC838066391,soporte tecnico,13,Services,Technology,0.9370502233505249,zeroshot_high_conf,Furniture,0.7768362212215969,Technology,0.9370502233505249
data plan,BC363841612,data plan,7,Services,Furniture,0.695224890080383,semantic_conf,Furniture,0.7724721000893144,Services,0.5783437013626098
Ricoh Aficio energy efficient,BC425717549,ricoh aficio energy efficient,8,,Services,0.6857548617634882,semantic_conf,Services,0.7619498464038758,Technology,0.7318025231361389
Steelcase small шкаф,BC797468922,steelcase small шкаф,16,,Furniture,0.8781026005744934,zeroshot_high_conf,Technology,0.7682978371084997,Furniture,0.8781026005744934
glass locker - Refurbished,BC815120513,glass locker - refurbished,8,,Services,0.8541472405365123,agreement,Services,0.7701110335758118,Services,0.5439616441726685
SOC service,BC580499237,soc service,7,,Services,0.965750515460968,zeroshot_high_conf,Furniture,0.7766124771339922,Services,0.965750515460968
backup software volume license,BC144219109,backup software volume license,15,Services,Furniture,0.6898474190708209,semantic_conf,Furniture,0.7664971323009121,Technology,0.6228315353393554
setee,BC689269569,setee,19,Furniture,Furniture,0.979966402053833,zeroshot_high_conf,Technology,0.7601946343087552,Furniture,0.979966402053833
Teknion HON table,BC416130770,teknion hon table,10,,Technology,0.6859767517948583,semantic_conf,Technology,0.7621963908831758,Furniture,0.7441781759262085
brown wardrobe Model A-959,BC265268660,brown wardrobe model a-959,1,,Technology,0.6972500284347447,semantic_conf,Technology,0.774722253816383,Furniture,0.6165825605392455
abonnement internet,BC887334437,abonnement internet,17,Services,Furniture,0.6820943903181519,semantic_conf,Furniture,0.7578826559090577,Technology,0.5310981273651123
HP EliteDesk gaming,BC880725278,hp elitedesk gaming,8,,Services,0.6977719091687311,semantic_conf,Services,0.7753021212985901,Technology,0.6499843597412109
Steelcase Executive Seat EX-400,BC203354415,steelcase executive seat ex-400,1,,Furniture,0.9773851633071899,zeroshot_high_conf,Technology,0.7779575939347912,Furniture,0.9773851633071899
HON mesh wardrobe,BC115810687,hon mesh wardrobe,2,,Services,0.6718384247070139,semantic_conf,Services,0.7464871385633488,Furniture,0.5071325540542603
curved monitor backlit,BC937332060,curved monitor backlit,12,Technology,Technology,0.9068604111671448,zeroshot_high_conf,Services,0.7554892910027466,Technology,0.9068604111671448
HON filing cabinet,BC540024260,hon filing cabinet,16,,Technology,0.8192500747785793,agreement,Technology,0.7730799773634741,Technology,0.48730475306510923
компьютер 2024,BC928096889,компьютер 2024,9,Technology,Services,0.8030084748662205,agreement,Services,0.7318122792850231,Services,0.5035853743553161
SOFÁ,BC921879587,sofa,11,,Technology,0.7113607238981691,semantic_conf,Technology,0.7904008043312989,Services,0.4854444622993469
help desk standard agreement,BC804105516,help desk standard agreement,15,Services,Services,0.8153088092803955,zeroshot_high_conf,Furniture,0.7557796211238491,Services,0.8153088092803955
krzesło,BC618645569,krzesło,19,Furniture,Technology,0.6878363325390278,semantic_conf,Technology,0.7642625917100309,Services,0.5288125872612
ERP system,BC215310912,erp system,4,,Technology,0.7038241982460022,zeroshot_fallback,Furniture,0.7664326638282251,Technology,0.7820268869400024
biurko,BC271690961,biurko,3,Furniture,Technology,0.8381608786244906,agreement,Technology,0.7544976975764551,Technology,0.5349805772304534
armario,BC708857885,armario,2,Furniture,Services,0.6923557679897135,semantic_conf,Services,0.7692841866552372,Furniture,0.6167914867401123
キャビネット,BC448443704,キャヒネット,0,Furniture,Services,0.8023324180563387,agreement,Services,0.7394728666574675,Services,0.49488469958305353
stol,BC275864280,stol,19,Furniture,Technology,0.70015223167271,semantic_conf,Technology,0.7779469240807889,Furniture,0.601912522315979
standing desk,BC915571513,standing desk,3,Furniture,Furniture,0.836651623249054,zeroshot_high_conf,Technology,0.777161946519784,Furniture,0.836651623249054
Office 365 Business annual,BC467126134,office 365 business annual,6,,Furniture,0.6961760797819992,semantic_conf,Furniture,0.7735289775355547,Technology,0.5985578656196594
writing desk,BC692134048,writing desk,3,Furniture,Technology,0.7051002776246416,semantic_conf,Technology,0.7834447529162684,Furniture,0.7554873824119568
IKEA professional Herman Miller desk,BC551232519,ikea professional herman miller desk,14,,Furniture,0.9783516526222229,zeroshot_high_conf,Technology,0.7574514677112595,Furniture,0.9783516526222229
RECEPTION SOFA,BC665646221,reception sofa,5,,Furniture,0.9761272668838501,zeroshot_high_conf,Technology,0.7793516139066672,Furniture,0.9761272668838501
cadeira,BC553376084,cadeira,19,Furniture,Technology,0.7013184561523853,semantic_conf,Technology,0.7792427290582059,Furniture,0.52183438539505
VoIP service,BC616386600,voip service,7,,Furniture,0.7007066815766598,semantic_conf,Furniture,0.7785629795296221,Services,0.6039761781692504
4k monitor,BC668031793,4k monitor,12,Technology,Technology,0.9120743274688721,zeroshot_high_conf,Services,0.7789982569718323,Technology,0.9120743274688721
SLA agreement unlimited,BC745551372,sla agreement unlimited,15,,Services,0.8584694862365723,zeroshot_high_conf,Furniture,0.7510161967273342,Services,0.8584694862365723
Adoby Creative limited bundle,BC303850254,adoby creative limited bundle,6,,Furniture,0.6721958973727128,semantic_conf,Furniture,0.7468843304141253,Technology,0.507639741897583
Kimball office chair,BC148186901,kimball office chair,14,,Furniture,0.8910053372383118,zeroshot_high_conf,Technology,0.7715318133419052,Furniture,0.8910053372383118
ITSM service,BC303431575,itsm service,7,,Furniture,0.7053692727956082,semantic_conf,Furniture,0.7837436364395647,Services,0.759305477142334
managed services,BC664596387,managed services,7,Services,Services,0.9861924052238464,zeroshot_high_conf,Furniture,0.7793823049767046,Services,0.9861924052238464
archivador,BC842725930,archivador,2,Furniture,Services,0.6708980422263926,semantic_conf,Services,0.7454422691404362,Technology,0.5733876585960388
Aeron chair,BC995990847,aeron chair,14,,Furniture,0.9250553250312805,zeroshot_high_conf,Technology,0.7829634477680222,Furniture,0.9250553250312805
HP ProBook,BC221517071,hp probook,8,,Technology,0.9005262851715088,zeroshot_high_conf,Services,0.7801379057338623,Technology,0.9005262851715088
standard デスク,BC800346424,standard テスク,21,Furniture,Services,0.80621550300917,agreement,Services,0.7424011832506376,Services,0.497930359840393
armoire,BC376681108,armoire,2,Furniture,Furniture,0.9601496458053589,zeroshot_high_conf,Services,0.7721677997648259,Furniture,0.9601496458053589
AIO printer,BC120485196,aio printer,18,,Technology,0.9047625660896301,zeroshot_high_conf,Services,0.760264256523318,Technology,0.9047625660896301
wooden IKEA desk,BC239989275,wooden ikea desk,3,,Furniture,0.9847592711448669,zeroshot_high_conf,Technology,0.7644782569255152,Furniture,0.9847592711448669
schrank,BC460957835,schrank,16,Furniture,Technology,0.6899137669176998,semantic_conf,Technology,0.7665708521307776,Furniture,0.549790745973587
unlimited plan,BC192142552,unlimited plan,7,Services,Furniture,0.6976014882001187,semantic_conf,Furniture,0.7751127646667986,Services,0.6851683616638183
office chair,BC275309282,office chair,19,Furniture,Furniture,0.8776630163192749,zeroshot_high_conf,Technology,0.7856174458169339,Furniture,0.8776630163192749
sofá Model Pro-621,BC951374399,sofa model pro-621,1,,Furniture,0.9796352386474609,zeroshot_high_conf,Technology,0.7813848610093762,Furniture,0.9796352386474609
Global шкаф,BC299215925,global шкаф,16,,Technology,0.6906361394495907,semantic_conf,Technology,0.767373488277323,Services,0.51048184633255
Herman Miller desk,BC264494545,herman miller desk,14,,Furniture,0.963202178478241,zeroshot_high_conf,Technology,0.7672132184093491,Furniture,0.963202178478241
API subscription enterprise,BC740337419,api subscription enterprise,6,,Furniture,0.6841989436468979,semantic_conf,Furniture,0.7602210484965533,Services,0.689023232460022
support contract professional,BC657793068,support contract professional,13,Services,Services,0.691469943523407,zeroshot_fallback,Furniture,0.7680786895786831,Services,0.76829993724823
note book certified,BC934052476,note book certified,9,Technology,Services,0.8953085108197422,agreement,Services,0.7288920689235424,Services,0.6485056400299072
デスク,BC889382867,テスク,21,Furniture,Services,0.7876024577935633,agreement,Services,0.72817802489111,Services,0.4835180640220642
counch,BC918226618,counch,19,Furniture,Technology,0.6841117634567676,semantic_conf,Technology,0.7601241816186307,Furniture,0.6085282802581787
small soffa,BC901127771,small soffa,11,Furniture,Furniture,0.9335913062095642,zeroshot_high_conf,Technology,0.7578708541893922,Furniture,0.9335913062095642
WOODEN WORKSTATON,BC897218787,wooden workstaton,10,,Technology,0.8279405066236173,agreement,Technology,0.7492595603625459,Technology,0.5244950652122498
divan,BC913610452,divan,11,Furniture,Furniture,0.9006837606430054,zeroshot_high_conf,Technology,0.7780407083535157,Furniture,0.9006837606430054
business internet unlimited,BC980612131,business internet unlimited,4,Services,Furniture,0.6825557479531388,semantic_conf,Furniture,0.7583952755034875,Technology,0.6207003593444824
char,BC894119729,char,20,Furniture,Services,0.6659946630545767,semantic_conf,Services,0.7399940700606408,Furniture,0.57145174741745
стул,BC699169292,стул,19,Furniture,Technology,0.6920739545616565,semantic_conf,Technology,0.7689710606240628,Services,0.4932954609394073
SECURITY SUPPORT,BC641949014,security support,13,,Services,0.9056575298309326,zeroshot_high_conf,Furniture,0.788636152747781,Services,0.9056575298309326
armoire,BC980598636,armoire,2,Furniture,Furniture,0.9601496458053589,zeroshot_high_conf,Services,0.7721677997648259,Furniture,0.9601496458053589
Salesforce Enterprise,BC100772905,salesforce enterprise,4,,Furniture,0.6885534355313401,semantic_conf,Furniture,0.7650593728126001,Technology,0.6739603877067566
database support,BC282879331,database support,13,Services,Furniture,0.7093235356839099,semantic_conf,Furniture,0.788137261871011,Services,0.6532275080680847
tech device,BC583249931,tech device,21,Technology,Technology,0.9868683218955994,zeroshot_high_conf,Services,0.7410429722101408,Technology,0.9868683218955994
Windows license site license,BC194511472,windows license site license,15,,Furniture,0.6820536706920672,semantic_conf,Furniture,0.7578374118800747,Technology,0.6296286582946777
IKEA desk - Refurbished,BC812458132,ikea desk - refurbished,8,,Furniture,0.9673048257827759,zeroshot_high_conf,Services,0.7751892301013855,Furniture,0.9673048257827759
sectional,BC276087243,sectional,19,Furniture,Furniture,0.9280567169189453,zeroshot_high_conf,Technology,0.7527879227303861,Furniture,0.9280567169189453
loveseat,BC860674986,loveseat,19,Furniture,Furniture,0.9707071185112,zeroshot_high_conf,Technology,0.7725730885171292,Furniture,0.9707071185112
1TB SSD Laptop,BC594817420,1tb ssd laptop,8,,Technology,0.9756062030792236,zeroshot_high_conf,Services,0.7715525123050598,Technology,0.9756062030792236
server maintenance,BC838586956,server maintenance,4,Services,Furniture,0.6859947154194932,semantic_conf,Furniture,0.7622163504661035,Services,0.7238531708717346
4k monitor,BC234259822,4k monitor,12,Technology,Technology,0.9120743274688721,zeroshot_high_conf,Services,0.7789982569718323,Technology,0.9120743274688721
монитор,BC881938614,монитор,12,Technology,Services,0.8234963273135398,agreement,Services,0.756503166010376,Services,0.5104142606258392
ソフトウェア enterprise,BC478305093,ソフトウェア enterprise,0,Services,Services,0.8308528087457117,agreement,Services,0.7439218765527922,Services,0.5343132138252258
Oracle per user,BC897711678,oracle per user,17,,Furniture,0.6866221737120118,semantic_conf,Furniture,0.7629135263466797,Technology,0.6844542503356933
