name,barcode,normalized_name,cluster_id,true_category,predicted_category,confidence
backup software volume license,BC144219109,backup software volume license,15,Services,Services,0.7288044214248657
setee,BC689269569,setee,19,Furniture,Furniture,0.7035420775413513
Teknion HON table,BC416130770,teknion hon table,10,,Furniture,0.7157757639884949
brown wardrobe Model A-959,BC265268660,brown wardrobe model a-959,1,,Furniture,0.7001529693603515
abonnement internet,BC887334437,abonnement internet,17,Services,Services,0.7155073761940003
HP EliteDesk gaming,BC880725278,hp elitedesk gaming,8,,Technology,0.70715012550354
Steelcase Executive Seat EX-400,BC203354415,steelcase executive seat ex-400,1,,Furniture,0.7010773420333862
HON mesh wardrobe,BC115810687,hon mesh wardrobe,2,,Furniture,0.701352596282959
curved monitor backlit,BC937332060,curved monitor backlit,12,Technology,Technology,0.7040361046791077
HON filing cabinet,BC540024260,hon filing cabinet,16,,Furniture,0.7125019192695617
компьютер 2024,BC928096889,компьютер 2024,9,Technology,Technology,0.7109790205955505
SOFÁ,BC921879587,sofa,11,,Furniture,0.7088946342468261
help desk standard agreement,BC804105516,help desk standard agreement,15,Services,Services,0.7262163400650025
krzesło,BC618645569,krzesło,19,Furniture,Furniture,0.7048799872398377
ERP system,BC215310912,erp system,4,,Services,0.7089413523674011
biurko,BC271690961,biurko,3,Furniture,Furniture,0.7167755961418152
armario,BC708857885,armario,2,Furniture,Furniture,0.7078660488128662
キャビネット,BC448443704,キャヒネット,0,Furniture,Technology,0.692251169681549
stol,BC275864280,stol,19,Furniture,Furniture,0.7087568402290344
standing desk,BC915571513,standing desk,3,Furniture,Furniture,0.7232511043548584
Office 365 Business annual,BC467126134,office 365 business annual,6,,Services,0.7209269881248473
writing desk,BC692134048,writing desk,3,Furniture,Furniture,0.7250461935997009
IKEA professional Herman Miller desk,BC551232519,ikea professional herman miller desk,14,,Furniture,0.707012414932251
RECEPTION SOFA,BC665646221,reception sofa,5,,Furniture,0.7146384954452514
cadeira,BC553376084,cadeira,19,Furniture,Furniture,0.7091334342956543
VoIP service,BC616386600,voip service,7,,Services,0.7203229784965515
4k monitor,BC668031793,4k monitor,12,Technology,Technology,0.7107338666915893
SLA agreement unlimited,BC745551372,sla agreement unlimited,15,,Services,0.7248535871505737
Adoby Creative limited bundle,BC303850254,adoby creative limited bundle,6,,Services,0.7127867460250854
Kimball office chair,BC148186901,kimball office chair,14,,Furniture,0.7110643863677979
ITSM service,BC303431575,itsm service,7,,Services,0.7217850804328918
managed services,BC664596387,managed services,7,Services,Services,0.720414936542511
archivador,BC842725930,archivador,2,Furniture,Furniture,0.7010540723800659
Aeron chair,BC995990847,aeron chair,14,,Furniture,0.7143850803375245
HP ProBook,BC221517071,hp probook,8,,Technology,0.7087082266807555
standard デスク,BC800346424,standard テスク,21,Furniture,Technology,0.698904299736023
armoire,BC376681108,armoire,2,Furniture,Furniture,0.7086899280548096
AIO printer,BC120485196,aio printer,18,,Technology,0.7053322076797486
wooden IKEA desk,BC239989275,wooden ikea desk,3,,Furniture,0.7196271896362304
schrank,BC460957835,schrank,16,Furniture,Furniture,0.7106421709060669
unlimited plan,BC192142552,unlimited plan,7,Services,Services,0.7194378614425658
office chair,BC275309282,office chair,19,Furniture,Furniture,0.7109483480453491
sofá Model Pro-621,BC951374399,sofa model pro-621,1,,Furniture,0.7020565629005432
Global шкаф,BC299215925,global шкаф,16,,Furniture,0.7108714938163757
Herman Miller desk,BC264494545,herman miller desk,14,,Furniture,0.7097997903823853
API subscription enterprise,BC740337419,api subscription enterprise,6,,Services,0.7173695087432861
support contract professional,BC657793068,support contract professional,13,Services,Services,0.7178041338920593
note book certified,BC934052476,note book certified,8,Technology,Technology,0.7038476705551147
デスク,BC889382867,テスク,21,Furniture,Technology,0.6947906970977784
counch,BC918226618,counch,19,Furniture,Furniture,0.7037007689476014
small soffa,BC901127771,small soffa,11,Furniture,Furniture,0.6996003627777099
WOODEN WORKSTATON,BC897218787,wooden workstaton,10,,Furniture,0.7120795369148254
divan,BC913610452,divan,11,Furniture,Furniture,0.7053631782531737
business internet unlimited,BC980612131,business internet unlimited,4,Services,Services,0.7067197799682616
char,BC894119729,char,20,Furniture,Furniture,0.6971924781799316
стул,BC699169292,стул,19,Furniture,Furniture,0.7062163949012756
SECURITY SUPPORT,BC641949014,security support,13,,Services,0.7236776947975159
armoire,BC980598636,armoire,2,Furniture,Furniture,0.7086899280548096
Salesforce Enterprise,BC100772905,salesforce enterprise,4,,Services,0.708644127845764
database support,BC282879331,database support,13,Services,Services,0.72353515625
tech device,BC583249931,tech device,9,Technology,Technology,0.7142173051834106
Windows license site license,BC194511472,windows license site license,15,,Services,0.7265877246856689
IKEA desk - Refurbished,BC812458132,ikea desk - refurbished,8,,Technology,0.7074708461761474
sectional,BC276087243,sectional,19,Furniture,Furniture,0.7015352368354797
loveseat,BC860674986,loveseat,19,Furniture,Furniture,0.7070550322532654
1TB SSD Laptop,BC594817420,1tb ssd laptop,8,,Technology,0.7063680887222289
server maintenance,BC838586956,server maintenance,4,Services,Services,0.7073055863380431
4k monitor,BC234259822,4k monitor,12,Technology,Technology,0.7107338666915893
монитор,BC881938614,монитор,12,Technology,Technology,0.7042521834373474
ソフトウェア enterprise,BC478305093,ソフトウェア enterprise,0,Services,Technology,0.693522310256958
Oracle per user,BC897711678,oracle per user,17,,Services,0.7144910693168641
HP ZBook v2,BC498784578,hp zbook v2,8,,Technology,0.7056323170661926
Used Office 365 Business annual,BC467126134,used office 365 business annual,6,,Services,0.7194635152816772
abonnement internet,BC301637382,abonnement internet,17,Services,Services,0.7155073761940003
32-inch Screen gaming,BC176100340,32-inch screen gaming,8,,Technology,0.70186630487442
Kimball escritorio,BC204281005,kimball escritorio,14,,Furniture,0.7088585615158081
Salesforce annual,BC806832877,salesforce annual,6,,Services,0.7170872211456298
desk chair,BC664994379,desk chair,3,Furniture,Furniture,0.7226650357246398
phone support,BC484360237,phone support,13,Services,Services,0.7239227056503296
armario,BC690520920,armario,2,Furniture,Furniture,0.7078660488128662
SOFTWARE SUPPORT,BC588920837,software support,13,,Services,0.7252328276634216
workstation,BC241273318,workstation,20,Technology,Furniture,0.7005832076072692
soffa,BC713763535,soffa,11,Furniture,Furniture,0.699277365207672
Desk Model D-100,BC447302779,desk model d-100,1,,Furniture,0.7014065504074096
API subscription,BC974947794,api subscription,6,,Services,0.7171002388000488
lounge chair,BC702549133,lounge chair,19,Furniture,Furniture,0.7109699845314026
Office 365 E3,BC986594254,office 365 e3,6,,Services,0.7183550119400024
skrivbord Model X-438,BC119744516,skrivbord model x-438,1,,Furniture,0.7008317708969116
Herman Miller fabric sedia,BC708491359,herman miller fabric sedia,14,,Furniture,0.7071980237960815
sofá,BC821283444,sofa,11,Furniture,Furniture,0.7088946342468261
service agreement - Refurbished,BC936560721,service agreement - refurbished,15,,Services,0.7231318354606628
диван,BC778812730,диван,11,Furniture,Furniture,0.7052139282226562
desk,BC350175561,desk,3,Furniture,Furniture,0.7247763991355896
reception sofa,BC665646221,reception sofa,5,Furniture,Furniture,0.7146384954452514
ERP system annual,BC349978373,erp system annual,4,,Services,0.7051177859306335
network support,BC817539340,network support,13,Services,Services,0.7229591369628906
sofá,BC921879587,sofa,11,Furniture,Furniture,0.7088946342468261
lounge chair,BC509715619,lounge chair,19,Furniture,Furniture,0.7109699845314026
sofa,BC126749178,sofa,11,Furniture,Furniture,0.7088946342468261
taask chair,BC509682018,taask chair,14,Furniture,Furniture,0.7119576215744019
black counch,BC591759000,black counch,19,Furniture,Furniture,0.7019236087799072
Office 365 subscription,BC332866519,office 365 subscription,6,,Services,0.7211711168289184
Workstation WS-Pro,BC746716453,workstation ws-pro,8,,Technology,0.7082632541656493
security support basic,BC670866707,security support basic,13,Services,Services,0.7203742504119872
Kimball reception sofa,BC924913247,kimball reception sofa,5,,Furniture,0.7116328716278075
소프트웨어,BC466990085,소프트웨어,2,Services,Furniture,0.6997137784957885
plastic cadeira,BC937649523,plastic cadeira,14,Furniture,Furniture,0.708403754234314
servicio de internet,BC814298538,servicio de internet,7,Services,Services,0.7200662732124328
Herman Miller Chair Model C-300,BC531168733,herman miller chair model c-300,14,,Furniture,0.7084962844848632
ITSM service,BC496284441,itsm service,7,,Services,0.7217850804328918
стол Model Pro-901,BC385417366,стол model pro-901,1,,Furniture,0.7026249647140503
CDN SERVICE,BC744154611,cdn service,7,,Services,0.7202364921569824
OneDrive storage annual agreement,BC879394493,onedrive storage annual agreement,15,,Services,0.7256823778152466
office sofa,BC440096507,office sofa,5,Furniture,Furniture,0.7131940364837646
premium seet,BC264013159,premium seet,14,Furniture,Furniture,0.7054630160331726
divan,BC659568869,divan,11,Furniture,Furniture,0.7053631782531737
seet,BC244816382,seet,19,Furniture,Furniture,0.7063820958137512
phone support,BC779937154,phone support,13,Services,Services,0.7239227056503296
mesh cabnet,BC548108259,mesh cabnet,16,Furniture,Furniture,0.712817895412445
Anti-virus per device,BC988651295,anti-virus per device,17,,Services,0.7173869848251344
business computer,BC283486349,business computer,9,Technology,Technology,0.7178234815597534
hardware maintenance,BC317228954,hardware maintenance,13,Services,Services,0.7155197858810425
Adobe CC All Apps standard,BC493369637,adobe cc all apps standard,6,,Services,0.7158764719963073
Ofice 365,BC198682372,ofice 365,6,,Services,0.7183201551437377
mini PC Gen 3,BC873309842,mini computer gen 3,9,,Technology,0.7134828567504883
standing desk,BC487541399,standing desk,3,Furniture,Furniture,0.7232511043548584
SaaS subscription volume license,BC733830783,saas subscription volume license,15,,Services,0.7264917612075805
gray schreibtisch Model X-327,BC634323575,gray schreibtisch model x-327,1,,Furniture,0.6987319469451905
컴퓨터,BC602935000,컴퓨터,2,Technology,Furniture,0.7009413003921509
16GB RAM Computer,BC164542674,16gb ram computer,9,,Technology,0.7138968229293823
deluxe height adjustable desk,BC713119661,deluxe height adjustable desk,3,Furniture,Furniture,0.7162433981895446
Teknion armoire,BC427413432,teknion armoire,21,,Technology,0.7022236108779908
Reception Sofa RS-100,BC840447097,reception sofa rs-100,5,,Furniture,0.7111149907112121
ergonomic chair,BC324130818,ergonomic chair,14,Furniture,Furniture,0.7147392272949219
service agreement,BC128008008,service agreement,15,Services,Services,0.7281507015228271
metal computer desk,BC779580831,metal computer desk,3,Furniture,Furniture,0.7218971371650695
1080p Monitor quiet,BC786031600,1080p monitor quiet,12,,Technology,0.702035129070282
office sofa,BC538719265,office sofa,5,Furniture,Furniture,0.7131940364837646
chaise Model X-195,BC750637748,chaise model x-195,1,,Furniture,0.7034771680831909
인터넷 서비스 license,BC219483835,인터넷 서비스 license,15,Services,Services,0.7204064846038818
support contract basic,BC501387022,support contract basic,13,Services,Services,0.7186732053756714
storage cabinet,BC543352165,storage cabinet,16,Furniture,Furniture,0.7150934815406799
workstation Model Pro-997,BC836527450,workstation model pro-997,1,,Furniture,0.7034321069717407
tavolo Model B-891,BC678700154,tavolo model b-891,1,,Furniture,0.7013384342193604
Aeron chair,BC546626348,aeron chair,14,,Furniture,0.7143850803375245
work table,BC424620301,work table,10,Furniture,Furniture,0.7175975322723389
copyer,BC663961987,copyer,20,Technology,Furniture,0.6981725096702576
glass seat Model Pro-310,BC699602642,glass seat model pro-310,1,,Furniture,0.702263867855072
HP ProBook,BC324422284,hp probook,8,,Technology,0.7087082266807555
Allsteel bureau,BC930888412,allsteel bureau,6,,Services,0.7119915008544921
executive chair,BC333203933,executive chair,19,Furniture,Furniture,0.7042161345481872
armchair,BC404957218,armchair,19,Furniture,Furniture,0.7081159949302673
SQL Server,BC293028062,sql server,4,,Services,0.7067221522331237
Windows 10 Pro limited contract,BC634239338,windows 10 pro limited contract,15,,Services,0.7216368436813354
Azure subscription,BC435418436,azure subscription,6,,Services,0.7168043255805969
B&W printer,BC241246317,bw printer,18,,Technology,0.7075853109359742
Internet-Service volume license,BC173955669,internet-service volume license,15,,Services,0.7297441959381104
iCloud storage,BC506994931,icloud storage,7,,Services,0.7157785654067993
bookcase Model Pro-320,BC494152254,bookcase model pro-320,1,,Furniture,0.7013593435287475
IKEA Lounge Seating LS-200,BC364404457,ikea lounge seating ls-200,5,,Furniture,0.7045739650726318
SIP trunk monthly,BC333471497,sip trunk monthly,6,,Services,0.7128520607948303
fabric conference chair,BC158559749,fabric conference chair,14,Furniture,Furniture,0.7102416038513184
mobile plan unlimited,BC106174601,mobile plan unlimited,7,Services,Services,0.7181498765945434
small executive chair,BC979447956,small executive chair,14,Furniture,Furniture,0.7084265947341919
Azure subscription,BC350707551,azure subscription,6,,Services,0.7168043255805969
의자 Model X-817,BC438126323,의자 model x-817,1,,Furniture,0.6979286909103394
Steelcase desk Model A-702,BC635148365,steelcase desk model a-702,1,,Furniture,0.7020496606826783
dedicated line per user,BC113545781,dedicated line per user,7,Services,Services,0.716824209690094
security support volume license service,BC246698943,security support volume license service,15,Services,Services,0.7294694900512695
remote support premium agreement,BC391317298,remote support premium agreement,15,Services,Services,0.724169397354126
Adobe CC All Apps,BC404007541,adobe cc all apps,6,,Services,0.7167768001556396
executive chair,BC416447391,executive chair,19,Furniture,Furniture,0.7042161345481872
inkjet printer certified,BC297543237,inkjet printer certified,18,Technology,Technology,0.7053560256958008
Global deluxe шкаф,BC850282713,global deluxe шкаф,16,,Furniture,0.7100731015205383
ordenador,BC806019487,ordenador,9,Technology,Technology,0.7183435678482055
Lounge Seating LS-200 Model C-221,BC454601784,lounge seating ls-200 model c-221,1,,Furniture,0.6999388933181763
Internet-Service,BC521359675,internet-service,7,,Services,0.721266496181488
iCloud storage,BC986108130,icloud storage,7,,Services,0.7157785654067993
compter quiet,BC386156035,compter quiet,21,Technology,Technology,0.6970059037208558
skrivbord,BC566531276,skrivbord,10,Furniture,Furniture,0.7081390142440795
cabnit,BC711028819,cabnit,16,Furniture,Furniture,0.7081076622009277
scren,BC281736451,scren,20,Technology,Furniture,0.6939484953880309
ITSM service unlimited,BC444390192,itsm service unlimited,7,,Services,0.7193362951278686
office desk,BC662906773,office desk,3,Furniture,Furniture,0.7266957640647888
طابعة backlit,BC197110078,طابعة backlit,18,Technology,Technology,0.7048707008361816
QHD Display 2022,BC348053691,qhd display 2022,8,,Technology,0.7008641600608825
ergonomic chair,BC793627337,ergonomic chair,14,Furniture,Furniture,0.7147392272949219
service agreement site license service,BC780631093,service agreement site license service,15,Services,Services,0.7319770574569702
IT support license,BC135981405,it support license,13,,Services,0.7167924642562866
DSL,BC867384519,dsl,7,,Services,0.7130843043327331
MS Office,BC889556480,ms office,4,,Services,0.7073953866958618
Teknion Chair Model C-300,BC185336088,teknion chair model c-300,1,,Furniture,0.7020443320274353
szafa,BC594318319,szafa,16,Furniture,Furniture,0.707687509059906
photo printer,BC506603082,photo printer,18,Technology,Technology,0.7122671127319337
モニター,BC789075603,モニター,0,Technology,Technology,0.6904139041900634
security software,BC661782298,security software,17,Services,Services,0.7135770201683045
HP EliteDesk Max,BC623836867,hp elitedesk max,8,,Technology,0.7075140357017516
كرسي,BC979947812,كرسي,19,Furniture,Furniture,0.7066336750984192
desktop computer gaming,BC950899166,desktop computer gaming,9,Technology,Technology,0.7144694209098816
schrank,BC260610323,schrank,16,Furniture,Furniture,0.7106421709060669
filing cabinet Model C-547,BC774992147,filing cabinet model c-547,1,,Furniture,0.7025025010108947
ultra wide,BC913656416,ultra wide,12,Technology,Technology,0.706208336353302
خزانة,BC270307732,خزانة,16,Furniture,Furniture,0.7021850109100342
bench,BC847889838,bench,3,Furniture,Furniture,0.7192148923873901
IaaS platform standard,BC516065124,iaas platform standard,7,,Services,0.7114413261413574
small HON table,BC107053228,small hon table,10,,Furniture,0.7154461503028869
lounge chair,BC557913296,lounge chair,19,Furniture,Furniture,0.7109699845314026
divan Model Pro-600,BC194269176,divan model pro-600,1,,Furniture,0.7013253569602966
cupboard,BC336859315,cupboard,20,Furniture,Furniture,0.6967347145080566
HON workstation,BC142146105,hon workstation,10,,Furniture,0.7144979000091553
iCloud storage volume license,BC877817678,icloud storage volume license,15,,Services,0.7278257250785828
business hours support bundle,BC515026155,business hours support bundle,13,Services,Services,0.7126743793487549
Knoll basic char,BC160170716,knoll basic char,16,,Furniture,0.7063881158828735
display,BC285652633,display,20,Technology,Furniture,0.6999554514884948
divan,BC312717408,divan,11,Furniture,Furniture,0.7053631782531737
イス,BC865007974,イス,0,Furniture,Technology,0.6895614504814147
leather стол,BC765434962,leather стол,14,Furniture,Furniture,0.7089528799057007
Global char Model A-429,BC928416590,global char model a-429,1,,Furniture,0.6979736804962158
professional lounge chair,BC683708118,professional lounge chair,14,Furniture,Furniture,0.7106901645660401
Steelcase storage unit,BC918671750,steelcase storage unit,16,,Furniture,0.7134357690811157
fiber internet,BC176927143,fiber internet,7,Services,Services,0.7185782074928283
bench,BC688574163,bench,3,Furniture,Furniture,0.7192148923873901
phone support annual contract,BC382769127,phone support annual contract,15,Services,Services,0.7243620157241821
software support,BC582537877,software support,13,Services,Services,0.7252328276634216
soffa Model X-132,BC424100009,soffa model x-132,1,,Furniture,0.7010871052742005
computer,BC637577213,computer,9,Technology,Technology,0.7177815556526184
Color laser Max,BC949830412,color laser max,18,,Technology,0.6980053782463074
MSP SERVICE,BC123762858,msp service,7,,Services,0.7185102939605712
Windows 10 Pro,BC160046549,windows 10 pro,8,,Technology,0.7072822928428649
deks,BC725084928,deks,3,Furniture,Furniture,0.7160704135894775
widescreen,BC700539700,widescreen,12,Technology,Technology,0.7000679135322571
NOC service site license,BC131638762,noc service site license,15,,Services,0.7265647888183594
Adoby Creative,BC112277573,adoby creative,6,,Services,0.7124460339546204
basic shelf,BC396222040,basic shelf,16,Furniture,Furniture,0.7092777371406555
bureau,BC989516564,bureau,19,Furniture,Furniture,0.7044759154319763
external monitor,BC839170893,external monitor,12,Technology,Technology,0.7070045828819275
security software site license,BC211779101,security software site license,15,Services,Services,0.7280014038085938
SQL Server limited,BC882206689,sql server limited,4,,Services,0.7064898014068602
all-in-one,BC266457342,all-in-one,8,Technology,Technology,0.7012552976608275
برمجيات,BC208689641,برمجيات,0,Services,Technology,0.6842316269874572
office chair,BC947384695,office chair,19,Furniture,Furniture,0.7109483480453491
notebook new,BC626072176,notebook new,8,Technology,Technology,0.7052332401275634
cloud storage,BC571967377,cloud storage,17,Services,Services,0.7135866880416871
モニター,BC661852456,モニター,0,Technology,Technology,0.6904139041900634
Used IKEA brown sofa,BC120100290,used ikea brown sofa,5,,Furniture,0.705499243736267
Aeron chair,BC698439590,aeron chair,14,,Furniture,0.7143850803375245
ANTI-VIRUS BASIC SUBSCRIPTION,BC712062546,anti-virus basic subscription,17,,Services,0.7183642506599427
