name,barcode,normalized_name,cluster_id,true_category,predicted_category,confidence,method_used,approach2_prediction,approach2_confidence,approach4_prediction,approach4_confidence
all-in-one printer compact,BC991091361,all-in-one printer compact,18,Technology,Technology,0.9990550291538239,agreement,Technology,0.7042078256607056,Technology,0.8327999114990234
broadband monthly,BC414064734,broadband monthly,6,Services,Services,0.6442474007606507,semantic_conf,Services,0.7158304452896118,Technology,0.5539233684539795
stuhl,BC444342661,stuhl,19,Furniture,Furniture,0.7912605112791061,agreement,Furniture,0.7064611077308655,Furniture,0.5108627557754516
gabinete,BC141351917,gabinete,2,Furniture,Furniture,0.9273808544874191,agreement,Furniture,0.7030483722686767,Furniture,0.7236914038658142
secondary display certified,BC574460059,secondary display certified,8,Technology,Technology,0.8066084110736846,agreement,Technology,0.7024709224700927,Technology,0.5384650945663452
SSH client limited,BC534722381,ssh client limited,17,,Services,0.6413541340827943,semantic_conf,Services,0.7126157045364381,Technology,0.6349580526351929
Anti virus,BC982169157,anti virus,17,,Services,0.6441312396526337,semantic_conf,Services,0.7157013773918153,Technology,0.6485775232315063
biurko,BC108809073,biurko,3,Furniture,Furniture,0.6450980365276336,semantic_conf,Furniture,0.7167755961418152,Technology,0.5349805772304534
의자,BC374811907,의자,2,Furniture,Furniture,0.7945339825749397,agreement,Furniture,0.6991209030151366,Furniture,0.5232390701770783
ITIL support,BC958416162,itil support,13,,Technology,0.6829714715480805,zeroshot_fallback,Services,0.718910264968872,Technology,0.7588571906089783
Allsteel archivador,BC699299989,allsteel archivador,2,,Furniture,0.630366153717041,semantic_conf,Furniture,0.7004068374633788,Technology,0.6506096363067627
QHD Display certified,BC946711815,qhd display certified,8,,Technology,1.0,agreement,Technology,0.7033206224441527,Technology,0.9397377967834473
schrank,BC279701810,schrank,16,Furniture,Furniture,0.819281395971775,agreement,Furniture,0.7106421709060669,Furniture,0.549790745973587
fiber internet,BC899484915,fiber internet,7,Services,Technology,0.8222059011459351,zeroshot_high_conf,Services,0.7185782074928283,Technology,0.8222059011459351
HON table,BC450932787,hon table,10,,Furniture,1.0,agreement,Furniture,0.7190959334373475,Furniture,0.9229129552841187
work desk,BC364982130,work desk,3,Furniture,Furniture,1.0,agreement,Furniture,0.724932324886322,Furniture,0.8208921551704407
WiFi printer,BC575625690,wifi printer,18,,Technology,1.0,agreement,Technology,0.7078904628753663,Technology,0.937508225440979
стол,BC227117388,стол,19,Furniture,Furniture,0.6363472545146942,semantic_conf,Furniture,0.7070525050163269,Services,0.5295500457286835
HP OfficeJet,BC718494872,hp officejet,18,,Technology,0.9248550730943681,agreement,Technology,0.7061730146408082,Technology,0.7166809439659119
소파 Model B-588,BC165176331,소파 model b-588,1,,Furniture,0.8767444956302642,agreement,Furniture,0.6997950315475464,Furniture,0.6490426540374755
Executive Table EX-200,BC107057729,executive table ex-200,10,,Furniture,1.0,agreement,Furniture,0.7106270313262939,Furniture,0.8695217967033386
chiar,BC888448988,chiar,21,Furniture,Technology,0.624979430437088,semantic_conf,Technology,0.6944215893745422,Furniture,0.5226932883262634
cabnit Model A-402,BC516032315,cabnit model a-402,1,,Furniture,0.8202755534648896,agreement,Furniture,0.7007768154144287,Furniture,0.5611855745315552
sofa,BC959106271,sofa,11,Furniture,Furniture,1.0,agreement,Furniture,0.7088946342468261,Furniture,0.9888992309570312
ultrawide monitor,BC899283454,ultrawide monitor,12,Technology,Technology,1.0,agreement,Technology,0.7107365012168885,Technology,0.9337177872657776
Herman Miller Chair Model C-300,BC348215410,herman miller chair model c-300,14,,Furniture,1.0,agreement,Furniture,0.7084962844848632,Furniture,0.9692318439483643
divan,BC134077472,divan,11,Furniture,Furniture,1.0,agreement,Furniture,0.7053631782531737,Furniture,0.9006837606430054
technical support,BC122927426,technical support,13,Services,Services,0.6522176599502563,semantic_conf,Services,0.7246862888336181,Technology,0.6817430257797241
iCloud storage,BC683247918,icloud storage,7,,Technology,0.8555589914321899,zeroshot_high_conf,Services,0.7157785654067993,Technology,0.8555589914321899
szafa,BC140127441,szafa,16,Furniture,Furniture,0.6369187581539154,semantic_conf,Furniture,0.707687509059906,Services,0.540478491783142
Used szafa,BC594318319,used szafa,16,,Furniture,0.6384554708003998,semantic_conf,Furniture,0.7093949675559997,Services,0.5305933713912964
Reception Sofa RS-100 Model A-541,BC232654592,reception sofa rs-100 model a-541,5,,Furniture,1.0,agreement,Furniture,0.7052734374999999,Furniture,0.9879193902015686
chrome book - Refurbished,BC481584364,chrome book - refurbished,8,,Technology,0.6375966596603393,semantic_conf,Technology,0.7084407329559326,Services,0.5767385959625244
HON table,BC898302819,hon table,10,,Furniture,1.0,agreement,Furniture,0.7190959334373475,Furniture,0.9229129552841187
phone support monthly,BC269702658,phone support monthly,13,Services,Services,0.9840624958276749,agreement,Services,0.7165162563323975,Services,0.7974260449409485
security software volume license,BC406998453,security software volume license,15,Services,Services,0.6561626744270326,semantic_conf,Services,0.7290696382522583,Technology,0.6861658692359924
Teknion divan,BC137219006,teknion divan,21,,Furniture,0.854448139667511,zeroshot_high_conf,Technology,0.6990875959396363,Furniture,0.854448139667511
monitr professional,BC768986243,monitr professional,21,Technology,Technology,0.7795884251594544,agreement,Technology,0.697686505317688,Technology,0.501680302619934
software support,BC674420474,software support,13,Services,Services,0.9073846679925918,agreement,Services,0.7252328276634216,Services,0.6707435846328735
compact bench,BC142400500,compact bench,16,Furniture,Furniture,1.0,agreement,Furniture,0.7107314467430115,Furniture,0.90435791015625
SAP,BC963589906,sap,20,,Technology,0.6926486134529114,zeroshot_fallback,Furniture,0.6945277214050293,Technology,0.7696095705032349
Kimball 캐비넷,BC635413025,kimball 캐비넷,2,,Furniture,0.6274157774448395,semantic_conf,Furniture,0.6971286416053771,Services,0.4924510240554809
NOC service subscription,BC252728624,noc service subscription,7,,Services,1.0,agreement,Services,0.7149572372436523,Services,0.9212248921394348
Teknion chiar,BC384528891,teknion chiar,21,,Technology,1.0,agreement,Technology,0.7023550033569337,Technology,0.8946707844734192
VPN client,BC823310328,vpn client,17,,Technology,0.8153396844863892,zeroshot_high_conf,Services,0.7148432374000551,Technology,0.8153396844863892
Kimball storage unit,BC124425601,kimball storage unit,16,,Furniture,0.6390318775177002,semantic_conf,Furniture,0.7100354194641113,Services,0.5541329383850098
plastic soffa,BC382372922,plastic soffa,11,Furniture,Furniture,0.9446583503484727,agreement,Furniture,0.6997812747955322,Furniture,0.7535392642021179
mesh skrivbord,BC875936087,mesh skrivbord,8,Furniture,Technology,0.635394834280014,semantic_conf,Technology,0.7059942603111267,Furniture,0.49468399286270137
canapé,BC142683817,canape,19,Furniture,Furniture,0.634233341217041,semantic_conf,Furniture,0.7047037124633789,Services,0.5924786210060119
bildschirm,BC147143794,bildschirm,12,Technology,Technology,0.6320472657680511,semantic_conf,Technology,0.702274739742279,Services,0.49409012198448177
Aeron chair,BC512410679,aeron chair,14,,Furniture,1.0,agreement,Furniture,0.7143850803375245,Furniture,0.9250553250312805
ERP system,BC492203150,erp system,4,,Technology,0.7038241982460022,zeroshot_fallback,Services,0.7089413523674011,Technology,0.7820268869400024
PRI line business,BC391286241,pri line business,4,,Services,0.6342321181297301,semantic_conf,Services,0.7047023534774779,Technology,0.5333551228046417
fax machine gaming,BC985116006,fax machine gaming,9,Technology,Technology,0.9099575144052504,agreement,Technology,0.711838161945343,Technology,0.6880964756011962
bureau,BC438395096,bureau,19,Furniture,Furniture,0.8643669146299362,agreement,Furniture,0.7044759154319763,Furniture,0.6253193378448486
bureau,BC508423654,bureau,19,Furniture,Furniture,0.8643669146299362,agreement,Furniture,0.7044759154319763,Furniture,0.6253193378448486
SSH client,BC267494290,ssh client,17,,Services,0.6422639286518098,semantic_conf,Services,0.7136265873908998,Technology,0.6101025342941284
white counch,BC513746107,white counch,19,Furniture,Furniture,0.9210485637187958,agreement,Furniture,0.7016667723655701,Furniture,0.7153310179710388
NOC service,BC255270986,noc service,7,,Services,1.0,agreement,Services,0.7193220853805542,Services,0.9611108899116516
metal Steelcase storage Model A-378,BC300388921,metal steelcase storage model a-378,1,,Furniture,0.8791751861572266,agreement,Furniture,0.7000840306282043,Furniture,0.6524931788444519
biurko - Refurbished,BC921584159,biurko - refurbished,8,,Technology,0.6378842997550964,semantic_conf,Technology,0.7087603330612182,Furniture,0.5151843309402465
ink jet gaming,BC422544802,ink jet gaming,8,Technology,Technology,0.865309648513794,agreement,Technology,0.7051647424697876,Technology,0.6260808706283569
B&W printer wireless Gen 2,BC294995530,bw printer wireless gen 2,18,,Technology,1.0,agreement,Technology,0.7029701232910157,Technology,0.9109802842140198
glass divan,BC158569033,glass divan,11,Furniture,Furniture,1.0,agreement,Furniture,0.6990719318389892,Furniture,0.9118666052818298
Knoll office sofa,BC719080517,knoll office sofa,5,,Furniture,1.0,agreement,Furniture,0.7103907704353332,Furniture,0.9848794937133789
cell phone plan business,BC742827694,cell phone plan business,4,Services,Technology,0.6844771027565003,zeroshot_fallback,Services,0.7080107331275939,Technology,0.7605301141738892
خدمة الإنترنت,BC840580333,خدمة الانترنت,7,Services,Services,0.7816839963197708,agreement,Services,0.7165385842323303,Services,0.4860521793365478
ink jet,BC305746804,ink jet,18,Technology,Technology,0.9001886636018753,agreement,Technology,0.701470136642456,Technology,0.6834354996681213
business internet monthly,BC226222619,business internet monthly,6,Services,Services,0.7859238076210022,agreement,Services,0.7162381172180176,Services,0.4928754329681396
4k monitor Plus,BC191597206,4k monitor plus,12,,Technology,1.0,agreement,Technology,0.7084355235099793,Technology,0.9133533835411072
printer Plus,BC447549695,printer plus,18,,Technology,0.8513921254873277,agreement,Technology,0.7082634925842286,Technology,0.6015705466270447
medium loveseat,BC924790131,medium loveseat,5,Furniture,Furniture,1.0,agreement,Furniture,0.7055248975753784,Furniture,0.9548701047897339
fabric conference chair,BC186138889,fabric conference chair,14,Furniture,Furniture,0.9746283692121507,agreement,Furniture,0.7102416038513184,Furniture,0.7891866564750671
divan,BC247382533,divan,11,Furniture,Furniture,1.0,agreement,Furniture,0.7053631782531737,Furniture,0.9006837606430054
Adobe Creative Suite basic subscription,BC353366389,adobe creative suite basic subscription,6,,Services,0.646550463438034,semantic_conf,Services,0.7183894038200378,Technology,0.6059291362762451
Allsteel Workstation WS-Pro,BC303770248,allsteel workstation ws-pro,8,,Technology,0.6371068668365478,semantic_conf,Technology,0.7078965187072753,Furniture,0.6264194726943969
Herman Miller large HON table,BC191352864,herman miller large hon table,14,,Furniture,1.0,agreement,Furniture,0.7052706003189086,Furniture,0.9413316249847412
Brother MFC certified,BC523216102,brother mfc certified,8,,Technology,0.6292807281017303,semantic_conf,Technology,0.6992008090019225,Furniture,0.5808688402175903
Office Software per device package,BC248294102,office software per device package,6,,Services,0.6440314936637879,semantic_conf,Services,0.7155905485153198,Technology,0.6489540338516235
Adobe Creative Suite,BC475505122,adobe creative suite,6,,Services,0.645416886806488,semantic_conf,Services,0.7171298742294311,Technology,0.6318116784095764
HP OfficeJet backlit Plus,BC446389157,hp officejet backlit plus,8,,Technology,0.924380122423172,agreement,Technology,0.7035322904586792,Technology,0.7185909748077393
NOC service premium,BC459048149,noc service premium,7,,Services,1.0,agreement,Services,0.7159825682640075,Services,0.9114088416099548
MSP service limited,BC586155117,msp service limited,7,,Services,1.0,agreement,Services,0.7149924755096435,Services,0.8997610807418823
standing desk,BC301864129,standing desk,3,Furniture,Furniture,1.0,agreement,Furniture,0.7232511043548584,Furniture,0.836651623249054
skrivbord,BC400855850,skrivbord,10,Furniture,Furniture,0.8003900325298309,agreement,Furniture,0.7081390142440795,Furniture,0.5232302665710449
キャビネット Model Pro-175,BC854677179,キャヒネット model pro-175,1,,Furniture,0.7823004364967346,agreement,Furniture,0.6972033023834229,Furniture,0.5063358306884765
surface pro backlit v3,BC389046078,surface pro backlit v3,8,Technology,Technology,0.909633491039276,agreement,Technology,0.7052283048629759,Technology,0.6942078351974487
Box subscription,BC405669440,box subscription,6,,Services,0.8895597332715989,agreement,Services,0.7151880025863647,Services,0.653365433216095
TAASK CHAIR,BC267618731,taask chair,14,,Furniture,1.0,agreement,Furniture,0.7119576215744019,Furniture,0.8410381078720093
curved monitor,BC607692567,curved monitor,12,Technology,Technology,1.0,agreement,Technology,0.7039592742919922,Technology,0.8797231316566467
chaise,BC200889109,chaise,19,Furniture,Furniture,1.0,agreement,Furniture,0.7090998768806458,Furniture,0.9544678926467896
HON compact escritorio,BC338462628,hon compact escritorio,14,,Furniture,0.6374561762809754,semantic_conf,Furniture,0.7082846403121948,Technology,0.5881731390953063
소프트웨어 professional package,BC113107987,소프트웨어 professional package,6,Services,Services,0.9007081687450409,agreement,Services,0.7103585481643676,Services,0.6753463268280029
support contract professional,BC155094221,support contract professional,13,Services,Services,0.965967646241188,agreement,Services,0.7178041338920593,Services,0.76829993724823
Kimball Lounge Seating LS-200,BC867658814,kimball lounge seating ls-200,5,,Furniture,1.0,agreement,Furniture,0.7042995929718017,Furniture,0.9570173621177673
wardrobe Model B-795,BC214949614,wardrobe model b-795,1,,Furniture,0.8173702919483186,agreement,Furniture,0.7024254083633423,Furniture,0.5550673484802245
шкаф,BC862022549,шкаф,16,Furniture,Furniture,0.640876454114914,semantic_conf,Furniture,0.712084949016571,Services,0.5354527592658996
soporte técnico,BC838066391,soporte tecnico,13,Services,Technology,0.9370502233505249,zeroshot_high_conf,Services,0.7203063011169433,Technology,0.9370502233505249
data plan,BC363841612,data plan,7,Services,Services,0.8430609041452407,agreement,Services,0.7186730742454528,Services,0.5783437013626098
Ricoh Aficio energy efficient,BC425717549,ricoh aficio energy efficient,8,,Technology,0.9333092957735062,agreement,Technology,0.7040579319000243,Technology,0.7318025231361389
Steelcase small шкаф,BC797468922,steelcase small шкаф,16,,Furniture,1.0,agreement,Furniture,0.7111355900764464,Furniture,0.8781026005744934
glass locker - Refurbished,BC815120513,glass locker - refurbished,8,,Technology,0.6355089139938354,semantic_conf,Technology,0.706121015548706,Services,0.5439616441726685
SOC service,BC580499237,soc service,7,,Services,1.0,agreement,Services,0.719822609424591,Services,0.965750515460968
backup software volume license,BC144219109,backup software volume license,15,Services,Services,0.6559239792823791,semantic_conf,Services,0.7288044214248657,Technology,0.6228315353393554
setee,BC689269569,setee,19,Furniture,Furniture,1.0,agreement,Furniture,0.7035420775413513,Furniture,0.979966402053833
Teknion HON table,BC416130770,teknion hon table,10,,Furniture,0.9489700609445573,agreement,Furniture,0.7157757639884949,Furniture,0.7441781759262085
brown wardrobe Model A-959,BC265268660,brown wardrobe model a-959,1,,Furniture,0.8558780944347382,agreement,Furniture,0.7001529693603515,Furniture,0.6165825605392455
abonnement internet,BC887334437,abonnement internet,17,Services,Services,0.6439566385746003,semantic_conf,Services,0.7155073761940003,Technology,0.5310981273651123
HP EliteDesk gaming,BC880725278,hp elitedesk gaming,8,,Technology,0.8821374154090881,agreement,Technology,0.70715012550354,Technology,0.6499843597412109
Steelcase Executive Seat EX-400,BC203354415,steelcase executive seat ex-400,1,,Furniture,1.0,agreement,Furniture,0.7010773420333862,Furniture,0.9773851633071899
HON mesh wardrobe,BC115810687,hon mesh wardrobe,2,,Furniture,0.7855153477191925,agreement,Furniture,0.701352596282959,Furniture,0.5071325540542603
curved monitor backlit,BC937332060,curved monitor backlit,12,Technology,Technology,1.0,agreement,Technology,0.7040361046791077,Technology,0.9068604111671448
HON filing cabinet,BC540024260,hon filing cabinet,16,,Furniture,0.6412517273426056,semantic_conf,Furniture,0.7125019192695617,Technology,0.48730475306510923
компьютер 2024,BC928096889,компьютер 2024,9,Technology,Technology,0.6398811185359955,semantic_conf,Technology,0.7109790205955505,Services,0.5035853743553161
SOFÁ,BC921879587,sofa,11,,Furniture,0.6380051708221435,semantic_conf,Furniture,0.7088946342468261,Services,0.4854444622993469
help desk standard agreement,BC804105516,help desk standard agreement,15,Services,Services,1.0,agreement,Services,0.7262163400650025,Services,0.8153088092803955
krzesło,BC618645569,krzesło,19,Furniture,Furniture,0.634391988515854,semantic_conf,Furniture,0.7048799872398377,Services,0.5288125872612
ERP system,BC215310912,erp system,4,,Technology,0.7038241982460022,zeroshot_fallback,Services,0.7089413523674011,Technology,0.7820268869400024
biurko,BC271690961,biurko,3,Furniture,Furniture,0.6450980365276336,semantic_conf,Furniture,0.7167755961418152,Technology,0.5349805772304534
armario,BC708857885,armario,2,Furniture,Furniture,0.8610273981094361,agreement,Furniture,0.7078660488128662,Furniture,0.6167914867401123
キャビネット,BC448443704,キャヒネット,0,Furniture,Technology,0.6230260527133941,semantic_conf,Technology,0.692251169681549,Services,0.49488469958305353
stol,BC275864280,stol,19,Furniture,Furniture,0.8519350856542588,agreement,Furniture,0.7087568402290344,Furniture,0.601912522315979
standing desk,BC915571513,standing desk,3,Furniture,Furniture,1.0,agreement,Furniture,0.7232511043548584,Furniture,0.836651623249054
Office 365 Business annual,BC467126134,office 365 business annual,6,,Services,0.6488342893123626,semantic_conf,Services,0.7209269881248473,Technology,0.5985578656196594
writing desk,BC692134048,writing desk,3,Furniture,Furniture,0.9623468244075776,agreement,Furniture,0.7250461935997009,Furniture,0.7554873824119568
IKEA professional Herman Miller desk,BC551232519,ikea professional herman miller desk,14,,Furniture,1.0,agreement,Furniture,0.707012414932251,Furniture,0.9783516526222229
RECEPTION SOFA,BC665646221,reception sofa,5,,Furniture,1.0,agreement,Furniture,0.7146384954452514,Furniture,0.9761272668838501
cadeira,BC553376084,cadeira,19,Furniture,Furniture,0.8001290827989579,agreement,Furniture,0.7091334342956543,Furniture,0.52183438539505
VoIP service,BC616386600,voip service,7,,Services,0.8607944518327714,agreement,Services,0.7203229784965515,Services,0.6039761781692504
4k monitor,BC668031793,4k monitor,12,Technology,Technology,1.0,agreement,Technology,0.7107338666915893,Technology,0.9120743274688721
SLA agreement unlimited,BC745551372,sla agreement unlimited,15,,Services,1.0,agreement,Services,0.7248535871505737,Services,0.8584694862365723
Adoby Creative limited bundle,BC303850254,adoby creative limited bundle,6,,Services,0.6415080714225769,semantic_conf,Services,0.7127867460250854,Technology,0.507639741897583
Kimball office chair,BC148186901,kimball office chair,14,,Furniture,1.0,agreement,Furniture,0.7110643863677979,Furniture,0.8910053372383118
ITSM service,BC303431575,itsm service,7,,Services,0.9627088624238967,agreement,Services,0.7217850804328918,Services,0.759305477142334
managed services,BC664596387,managed services,7,Services,Services,1.0,agreement,Services,0.720414936542511,Services,0.9861924052238464
archivador,BC842725930,archivador,2,Furniture,Furniture,0.6309486651420593,semantic_conf,Furniture,0.7010540723800659,Technology,0.5733876585960388
Aeron chair,BC995990847,aeron chair,14,,Furniture,1.0,agreement,Furniture,0.7143850803375245,Furniture,0.9250553250312805
HP ProBook,BC221517071,hp probook,8,,Technology,1.0,agreement,Technology,0.7087082266807555,Technology,0.9005262851715088
standard デスク,BC800346424,standard テスク,21,Furniture,Technology,0.6290138697624207,semantic_conf,Technology,0.698904299736023,Services,0.497930359840393
armoire,BC376681108,armoire,2,Furniture,Furniture,1.0,agreement,Furniture,0.7086899280548096,Furniture,0.9601496458053589
AIO printer,BC120485196,aio printer,18,,Technology,1.0,agreement,Technology,0.7053322076797486,Technology,0.9047625660896301
wooden IKEA desk,BC239989275,wooden ikea desk,3,,Furniture,1.0,agreement,Furniture,0.7196271896362304,Furniture,0.9847592711448669
schrank,BC460957835,schrank,16,Furniture,Furniture,0.819281395971775,agreement,Furniture,0.7106421709060669,Furniture,0.549790745973587
unlimited plan,BC192142552,unlimited plan,7,Services,Services,0.9129940450191498,agreement,Services,0.7194378614425658,Services,0.6851683616638183
office chair,BC275309282,office chair,19,Furniture,Furniture,1.0,agreement,Furniture,0.7109483480453491,Furniture,0.8776630163192749
sofá Model Pro-621,BC951374399,sofa model pro-621,1,,Furniture,1.0,agreement,Furniture,0.7020565629005432,Furniture,0.9796352386474609
Global шкаф,BC299215925,global шкаф,16,,Furniture,0.6397843444347382,semantic_conf,Furniture,0.7108714938163757,Services,0.51048184633255
Herman Miller desk,BC264494545,herman miller desk,14,,Furniture,1.0,agreement,Furniture,0.7097997903823853,Furniture,0.963202178478241
API subscription enterprise,BC740337419,api subscription enterprise,6,,Services,0.9141552817821502,agreement,Services,0.7173695087432861,Services,0.689023232460022
support contract professional,BC657793068,support contract professional,13,Services,Services,0.965967646241188,agreement,Services,0.7178041338920593,Services,0.76829993724823
note book certified,BC934052476,note book certified,8,Technology,Technology,0.6334629034996032,semantic_conf,Technology,0.7038476705551147,Services,0.6485056400299072
デスク,BC889382867,テスク,21,Furniture,Technology,0.6253116273880006,semantic_conf,Technology,0.6947906970977784,Services,0.4835180640220642
counch,BC918226618,counch,19,Furniture,Furniture,0.8529488819837572,agreement,Furniture,0.7037007689476014,Furniture,0.6085282802581787
small soffa,BC901127771,small soffa,11,Furniture,Furniture,1.0,agreement,Furniture,0.6996003627777099,Furniture,0.9335913062095642
WOODEN WORKSTATON,BC897218787,wooden workstaton,10,,Furniture,0.6408715832233429,semantic_conf,Furniture,0.7120795369148254,Technology,0.5244950652122498
divan,BC913610452,divan,11,Furniture,Furniture,1.0,agreement,Furniture,0.7053631782531737,Furniture,0.9006837606430054
business internet unlimited,BC980612131,business internet unlimited,4,Services,Services,0.6360478019714355,semantic_conf,Services,0.7067197799682616,Technology,0.6207003593444824
char,BC894119729,char,20,Furniture,Furniture,0.824618746638298,agreement,Furniture,0.6971924781799316,Furniture,0.57145174741745
стул,BC699169292,стул,19,Furniture,Furniture,0.6355947554111481,semantic_conf,Furniture,0.7062163949012756,Services,0.4932954609394073
SECURITY SUPPORT,BC641949014,security support,13,,Services,1.0,agreement,Services,0.7236776947975159,Services,0.9056575298309326
armoire,BC980598636,armoire,2,Furniture,Furniture,1.0,agreement,Furniture,0.7086899280548096,Furniture,0.9601496458053589
Salesforce Enterprise,BC100772905,salesforce enterprise,4,,Services,0.6377797150611877,semantic_conf,Services,0.708644127845764,Technology,0.6739603877067566
database support,BC282879331,database support,13,Services,Services,0.8948957318067552,agreement,Services,0.72353515625,Services,0.6532275080680847
tech device,BC583249931,tech device,9,Technology,Technology,1.0,agreement,Technology,0.7142173051834106,Technology,0.9868683218955994
Windows license site license,BC194511472,windows license site license,15,,Services,0.653928952217102,semantic_conf,Services,0.7265877246856689,Technology,0.6296286582946777
IKEA desk - Refurbished,BC812458132,ikea desk - refurbished,8,,Furniture,0.9673048257827759,zeroshot_high_conf,Technology,0.7074708461761474,Furniture,0.9673048257827759
sectional,BC276087243,sectional,19,Furniture,Furniture,1.0,agreement,Furniture,0.7015352368354797,Furniture,0.9280567169189453
loveseat,BC860674986,loveseat,19,Furniture,Furniture,1.0,agreement,Furniture,0.7070550322532654,Furniture,0.9707071185112
1TB SSD Laptop,BC594817420,1tb ssd laptop,8,,Technology,1.0,agreement,Technology,0.7063680887222289,Technology,0.9756062030792236
server maintenance,BC838586956,server maintenance,4,Services,Services,0.9302531921863555,agreement,Services,0.7073055863380431,Services,0.7238531708717346
4k monitor,BC234259822,4k monitor,12,Technology,Technology,1.0,agreement,Technology,0.7107338666915893,Technology,0.9120743274688721
монитор,BC881938614,монитор,12,Technology,Technology,0.6338269650936127,semantic_conf,Technology,0.7042521834373474,Services,0.5104142606258392
ソフトウェア enterprise,BC478305093,ソフトウェア enterprise,0,Services,Technology,0.6241700792312622,semantic_conf,Technology,0.693522310256958,Services,0.5343132138252258
Oracle per user,BC897711678,oracle per user,17,,Services,0.6430419623851777,semantic_conf,Services,0.7144910693168641,Technology,0.6844542503356933
HP ZBook v2,BC498784578,hp zbook v2,8,,Technology,1.0,agreement,Technology,0.7056323170661926,Technology,0.9361376762390137
Used Office 365 Business annual,BC467126134,used office 365 business annual,6,,Services,0.6475171637535094,semantic_conf,Services,0.7194635152816772,Technology,0.6547288656234741
abonnement internet,BC301637382,abonnement internet,17,Services,Services,0.6439566385746003,semantic_conf,Services,0.7155073761940003,Technology,0.5310981273651123
32-inch Screen gaming,BC176100340,32-inch screen gaming,8,,Technology,1.0,agreement,Technology,0.70186630487442,Technology,0.896151065826416
Kimball escritorio,BC204281005,kimball escritorio,14,,Furniture,0.6379727053642272,semantic_conf,Furniture,0.7088585615158081,Services,0.6055375814437866
Salesforce annual,BC806832877,salesforce annual,6,,Services,0.6453784990310669,semantic_conf,Services,0.7170872211456298,Technology,0.6635664224624633
desk chair,BC664994379,desk chair,3,Furniture,Furniture,1.0,agreement,Furniture,0.7226650357246398,Furniture,0.9133207201957703
phone support,BC484360237,phone support,13,Services,Services,1.0,agreement,Services,0.7239227056503296,Services,0.8515549898147583
armario,BC690520920,armario,2,Furniture,Furniture,0.8610273981094361,agreement,Furniture,0.7078660488128662,Furniture,0.6167914867401123
SOFTWARE SUPPORT,BC588920837,software support,13,,Services,0.8863031345605851,agreement,Services,0.7252328276634216,Services,0.63831045627594
workstation,BC241273318,workstation,20,Technology,Furniture,0.911055057644844,agreement,Furniture,0.7005832076072692,Furniture,0.701039958000183
soffa,BC713763535,soffa,11,Furniture,Furniture,1.0,agreement,Furniture,0.699277365207672,Furniture,0.9171843528747559
Desk Model D-100,BC447302779,desk model d-100,1,,Furniture,1.0,agreement,Furniture,0.7014065504074096,Furniture,0.8674560189247131
