name,barcode,normalized_name,cluster_id,true_category,predicted_category,confidence
소파 Model B-588,BC165176331,소파 model b-588,1,,Technology,0.7734694833924939
Executive Table EX-200,BC107057729,executive table ex-200,10,,Technology,0.7441758206050081
chiar,BC888448988,chiar,21,Furniture,Services,0.7260992532999235
cabnit Model A-402,BC516032315,cabnit model a-402,1,,Technology,0.7769057507684399
sofa,BC959106271,sofa,11,Furniture,Technology,0.7904008043312989
ultrawide monitor,BC899283454,ultrawide monitor,12,Technology,Services,0.779195250322815
Herman Miller Chair Model C-300,BC348215410,herman miller chair model c-300,14,,Technology,0.7627009679859177
divan,BC134077472,divan,11,Furniture,Technology,0.7780407083535157
technical support,BC122927426,technical support,13,Services,Furniture,0.7921661782299587
iCloud storage,BC683247918,icloud storage,7,,Furniture,0.7630167768700151
szafa,BC140127441,szafa,16,Furniture,Technology,0.7562295654715369
Used szafa,BC594318319,used szafa,16,,Technology,0.7622056463660071
Reception Sofa RS-100 Model A-541,BC232654592,reception sofa rs-100 model a-541,5,,Technology,0.7465738872564291
chrome book - Refurbished,BC481584364,chrome book - refurbished,8,,Services,0.7783180567195801
HON table,BC898302819,hon table,10,,Technology,0.7738169720332307
phone support monthly,BC269702658,phone support monthly,13,Services,Furniture,0.7635710883175442
security software volume license,BC406998453,security software volume license,15,Services,Furniture,0.7673681349750149
Teknion divan,BC137219006,teknion divan,21,,Services,0.743781269195767
monitr professional,BC768986243,monitr professional,21,Technology,Services,0.7381280666620451
software support,BC674420474,software support,13,Services,Furniture,0.7940790700947353
compact bench,BC142400500,compact bench,16,Furniture,Technology,0.766883359283335
SAP,BC963589906,sap,20,,Services,0.7298471541480126
Kimball 캐비넷,BC635413025,kimball 캐비넷,2,,Services,0.7317032793104191
NOC service subscription,BC252728624,noc service subscription,7,,Furniture,0.7583136723740129
Teknion chiar,BC384528891,teknion chiar,21,,Services,0.7545982605249602
VPN client,BC823310328,vpn client,17,,Furniture,0.7537460935616456
Kimball storage unit,BC124425601,kimball storage unit,16,,Technology,0.76444725784672
plastic soffa,BC382372922,plastic soffa,11,Furniture,Technology,0.7585040939354859
mesh skrivbord,BC875936087,mesh skrivbord,8,Furniture,Services,0.7701814266612915
canapé,BC142683817,canape,19,Furniture,Technology,0.7636289347314237
bildschirm,BC147143794,bildschirm,12,Technology,Services,0.7497149718308411
Aeron chair,BC512410679,aeron chair,14,,Technology,0.7829634477680222
ERP system,BC492203150,erp system,4,,Furniture,0.7664326638282251
PRI line business,BC391286241,pri line business,4,,Furniture,0.7515765041411828
fax machine gaming,BC985116006,fax machine gaming,9,Technology,Services,0.7348768520961498
bureau,BC438395096,bureau,19,Furniture,Technology,0.762929593434274
bureau,BC508423654,bureau,19,Furniture,Technology,0.762929593434274
SSH client,BC267494290,ssh client,17,,Furniture,0.7520330560708008
white counch,BC513746107,white counch,19,Furniture,Technology,0.7532654751443265
NOC service,BC255270986,noc service,7,,Furniture,0.7755143211586504
metal Steelcase storage Model A-378,BC300388921,metal steelcase storage model a-378,1,,Technology,0.7744809742143323
biurko - Refurbished,BC921584159,biurko - refurbished,8,,Services,0.7797973247936157
ink jet gaming,BC422544802,ink jet gaming,8,Technology,Services,0.7671249004772095
B&W printer wireless Gen 2,BC294995530,bw printer wireless gen 2,18,,Services,0.7516857772333094
glass divan,BC158569033,glass divan,11,Furniture,Technology,0.7560213816666566
Knoll office sofa,BC719080517,knoll office sofa,5,,Technology,0.7644846061742758
cell phone plan business,BC742827694,cell phone plan business,4,Services,Furniture,0.7625369638503503
خدمة الإنترنت,BC840580333,خدمة الانترنت,7,Services,Furniture,0.7653647230370073
ink jet,BC305746804,ink jet,18,Technology,Services,0.7471425919992396
business internet monthly,BC226222619,business internet monthly,6,Services,Furniture,0.756562992237398
4k monitor Plus,BC191597206,4k monitor plus,12,,Services,0.7710797203087769
printer Plus,BC447549695,printer plus,18,,Services,0.7706252723199793
medium loveseat,BC924790131,medium loveseat,5,Furniture,Technology,0.7474540094411826
fabric conference chair,BC186138889,fabric conference chair,14,Furniture,Technology,0.7686366369312302
divan,BC247382533,divan,11,Furniture,Technology,0.7780407083535157
Adobe Creative Suite basic subscription,BC353366389,adobe creative suite basic subscription,6,,Furniture,0.7654991590007036
Allsteel Workstation WS-Pro,BC303770248,allsteel workstation ws-pro,8,,Services,0.7766807171276001
Herman Miller large HON table,BC191352864,herman miller large hon table,14,,Technology,0.751328699785997
Brother MFC certified,BC523216102,brother mfc certified,9,,Services,0.7163057137141918
Office Software per device package,BC248294102,office software per device package,17,,Furniture,0.7581791890168152
Adobe Creative Suite,BC475505122,adobe creative suite,6,,Furniture,0.7614419900401324
HP OfficeJet backlit Plus,BC446389157,hp officejet backlit plus,8,,Services,0.7612958046367554
NOC service premium,BC459048149,noc service premium,7,,Furniture,0.762241141627553
MSP service limited,BC586155117,msp service limited,7,,Furniture,0.7595091627342729
standing desk,BC301864129,standing desk,3,Furniture,Technology,0.777161946519784
skrivbord,BC400855850,skrivbord,10,Furniture,Technology,0.7354677608172578
キャビネット Model Pro-175,BC854677179,キャヒネット model pro-175,1,,Technology,0.7643984313180615
surface pro backlit v3,BC389046078,surface pro backlit v3,8,Technology,Services,0.7688412162235169
Box subscription,BC405669440,box subscription,6,,Furniture,0.7533448778613299
TAASK CHAIR,BC267618731,taask chair,14,,Technology,0.7743956973140732
curved monitor,BC607692567,curved monitor,12,Technology,Services,0.7551781547570191
chaise,BC200889109,chaise,19,Furniture,Technology,0.779095147957742
HON compact escritorio,BC338462628,hon compact escritorio,14,,Technology,0.7619399358814255
소프트웨어 professional package,BC113107987,소프트웨어 professional package,6,Services,Furniture,0.7360527359469622
support contract professional,BC155094221,support contract professional,13,Services,Furniture,0.7680786895786831
Kimball Lounge Seating LS-200,BC867658814,kimball lounge seating ls-200,5,,Technology,0.7431654552495932
wardrobe Model B-795,BC214949614,wardrobe model b-795,1,,Technology,0.7826758380105664
шкаф,BC862022549,шкаф,16,Furniture,Technology,0.7716206172407934
soporte técnico,BC838066391,soporte tecnico,13,Services,Furniture,0.7768362212215969
data plan,BC363841612,data plan,7,Services,Furniture,0.7724721000893144
Ricoh Aficio energy efficient,BC425717549,ricoh aficio energy efficient,8,,Services,0.7619498464038758
Steelcase small шкаф,BC797468922,steelcase small шкаф,16,,Technology,0.7682978371084997
glass locker - Refurbished,BC815120513,glass locker - refurbished,8,,Services,0.7701110335758118
SOC service,BC580499237,soc service,7,,Furniture,0.7766124771339922
backup software volume license,BC144219109,backup software volume license,15,Services,Furniture,0.7664971323009121
setee,BC689269569,setee,19,Furniture,Technology,0.7601946343087552
Teknion HON table,BC416130770,teknion hon table,10,,Technology,0.7621963908831758
brown wardrobe Model A-959,BC265268660,brown wardrobe model a-959,1,,Technology,0.774722253816383
abonnement internet,BC887334437,abonnement internet,17,Services,Furniture,0.7578826559090577
HP EliteDesk gaming,BC880725278,hp elitedesk gaming,8,,Services,0.7753021212985901
Steelcase Executive Seat EX-400,BC203354415,steelcase executive seat ex-400,1,,Technology,0.7779575939347912
HON mesh wardrobe,BC115810687,hon mesh wardrobe,2,,Services,0.7464871385633488
curved monitor backlit,BC937332060,curved monitor backlit,12,Technology,Services,0.7554892910027466
HON filing cabinet,BC540024260,hon filing cabinet,16,,Technology,0.7730799773634741
компьютер 2024,BC928096889,компьютер 2024,9,Technology,Services,0.7318122792850231
SOFÁ,BC921879587,sofa,11,,Technology,0.7904008043312989
help desk standard agreement,BC804105516,help desk standard agreement,15,Services,Furniture,0.7557796211238491
krzesło,BC618645569,krzesło,19,Furniture,Technology,0.7642625917100309
ERP system,BC215310912,erp system,4,,Furniture,0.7664326638282251
biurko,BC271690961,biurko,3,Furniture,Technology,0.7544976975764551
armario,BC708857885,armario,2,Furniture,Services,0.7692841866552372
キャビネット,BC448443704,キャヒネット,0,Furniture,Services,0.7394728666574675
stol,BC275864280,stol,19,Furniture,Technology,0.7779469240807889
standing desk,BC915571513,standing desk,3,Furniture,Technology,0.777161946519784
Office 365 Business annual,BC467126134,office 365 business annual,6,,Furniture,0.7735289775355547
writing desk,BC692134048,writing desk,3,Furniture,Technology,0.7834447529162684
IKEA professional Herman Miller desk,BC551232519,ikea professional herman miller desk,14,,Technology,0.7574514677112595
RECEPTION SOFA,BC665646221,reception sofa,5,,Technology,0.7793516139066672
cadeira,BC553376084,cadeira,19,Furniture,Technology,0.7792427290582059
VoIP service,BC616386600,voip service,7,,Furniture,0.7785629795296221
4k monitor,BC668031793,4k monitor,12,Technology,Services,0.7789982569718323
SLA agreement unlimited,BC745551372,sla agreement unlimited,15,,Furniture,0.7510161967273342
Adoby Creative limited bundle,BC303850254,adoby creative limited bundle,6,,Furniture,0.7468843304141253
Kimball office chair,BC148186901,kimball office chair,14,,Technology,0.7715318133419052
ITSM service,BC303431575,itsm service,7,,Furniture,0.7837436364395647
managed services,BC664596387,managed services,7,Services,Furniture,0.7793823049767046
archivador,BC842725930,archivador,2,Furniture,Services,0.7454422691404362
Aeron chair,BC995990847,aeron chair,14,,Technology,0.7829634477680222
HP ProBook,BC221517071,hp probook,8,,Services,0.7801379057338623
standard デスク,BC800346424,standard テスク,21,Furniture,Services,0.7424011832506376
armoire,BC376681108,armoire,2,Furniture,Services,0.7721677997648259
AIO printer,BC120485196,aio printer,18,,Services,0.760264256523318
wooden IKEA desk,BC239989275,wooden ikea desk,3,,Technology,0.7644782569255152
schrank,BC460957835,schrank,16,Furniture,Technology,0.7665708521307776
unlimited plan,BC192142552,unlimited plan,7,Services,Furniture,0.7751127646667986
office chair,BC275309282,office chair,19,Furniture,Technology,0.7856174458169339
sofá Model Pro-621,BC951374399,sofa model pro-621,1,,Technology,0.7813848610093762
Global шкаф,BC299215925,global шкаф,16,,Technology,0.767373488277323
Herman Miller desk,BC264494545,herman miller desk,14,,Technology,0.7672132184093491
API subscription enterprise,BC740337419,api subscription enterprise,6,,Furniture,0.7602210484965533
support contract professional,BC657793068,support contract professional,13,Services,Furniture,0.7680786895786831
note book certified,BC934052476,note book certified,9,Technology,Services,0.7288920689235424
デスク,BC889382867,テスク,21,Furniture,Services,0.72817802489111
counch,BC918226618,counch,19,Furniture,Technology,0.7601241816186307
small soffa,BC901127771,small soffa,11,Furniture,Technology,0.7578708541893922
WOODEN WORKSTATON,BC897218787,wooden workstaton,10,,Technology,0.7492595603625459
divan,BC913610452,divan,11,Furniture,Technology,0.7780407083535157
business internet unlimited,BC980612131,business internet unlimited,4,Services,Furniture,0.7583952755034875
char,BC894119729,char,20,Furniture,Services,0.7399940700606408
стул,BC699169292,стул,19,Furniture,Technology,0.7689710606240628
SECURITY SUPPORT,BC641949014,security support,13,,Furniture,0.788636152747781
armoire,BC980598636,armoire,2,Furniture,Services,0.7721677997648259
Salesforce Enterprise,BC100772905,salesforce enterprise,4,,Furniture,0.7650593728126001
database support,BC282879331,database support,13,Services,Furniture,0.788137261871011
tech device,BC583249931,tech device,21,Technology,Services,0.7410429722101408
Windows license site license,BC194511472,windows license site license,15,,Furniture,0.7578374118800747
IKEA desk - Refurbished,BC812458132,ikea desk - refurbished,8,,Services,0.7751892301013855
sectional,BC276087243,sectional,19,Furniture,Technology,0.7527879227303861
loveseat,BC860674986,loveseat,19,Furniture,Technology,0.7725730885171292
1TB SSD Laptop,BC594817420,1tb ssd laptop,8,,Services,0.7715525123050598
server maintenance,BC838586956,server maintenance,4,Services,Furniture,0.7622163504661035
4k monitor,BC234259822,4k monitor,12,Technology,Services,0.7789982569718323
монитор,BC881938614,монитор,12,Technology,Services,0.756503166010376
ソフトウェア enterprise,BC478305093,ソフトウェア enterprise,0,Services,Services,0.7439218765527922
Oracle per user,BC897711678,oracle per user,17,,Furniture,0.7629135263466797
HP ZBook v2,BC498784578,hp zbook v2,8,,Services,0.7702748867442993
Used Office 365 Business annual,BC467126134,used office 365 business annual,6,,Furniture,0.7678951465113848
abonnement internet,BC301637382,abonnement internet,17,Services,Furniture,0.7578826559090577
32-inch Screen gaming,BC176100340,32-inch screen gaming,8,,Services,0.7556510659625916
Kimball escritorio,BC204281005,kimball escritorio,14,,Technology,0.7638285686557785
Salesforce annual,BC806832877,salesforce annual,6,,Furniture,0.7606649242861956
desk chair,BC664994379,desk chair,3,Furniture,Technology,0.7751107122744837
phone support,BC484360237,phone support,13,Services,Furniture,0.7894936847721645
armario,BC690520920,armario,2,Furniture,Services,0.7692841866552372
SOFTWARE SUPPORT,BC588920837,software support,13,,Furniture,0.7940790700947353
workstation,BC241273318,workstation,20,Technology,Services,0.7510722489432397
soffa,BC713763535,soffa,11,Furniture,Technology,0.7567403924965821
Desk Model D-100,BC447302779,desk model d-100,1,,Technology,0.7791098113229443
API subscription,BC974947794,api subscription,6,,Furniture,0.7603806697352617
lounge chair,BC702549133,lounge chair,19,Furniture,Technology,0.7858685601853727
Office 365 E3,BC986594254,office 365 e3,6,,Furniture,0.7650653563960284
skrivbord Model X-438,BC119744516,skrivbord model x-438,1,,Technology,0.7770980949571301
Herman Miller fabric sedia,BC708491359,herman miller fabric sedia,14,,Technology,0.7579954196994797
sofá,BC821283444,sofa,11,Furniture,Technology,0.7904008043312989
service agreement - Refurbished,BC936560721,service agreement - refurbished,15,,Furniture,0.7451861472125637
диван,BC778812730,диван,11,Furniture,Technology,0.7775183332467042
desk,BC350175561,desk,3,Furniture,Technology,0.7825004961337366
reception sofa,BC665646221,reception sofa,5,Furniture,Technology,0.7793516139066672
ERP system annual,BC349978373,erp system annual,4,,Furniture,0.7531427949965905
network support,BC817539340,network support,13,Services,Furniture,0.7861211943661282
sofá,BC921879587,sofa,11,Furniture,Technology,0.7904008043312989
lounge chair,BC509715619,lounge chair,19,Furniture,Technology,0.7858685601853727
sofa,BC126749178,sofa,11,Furniture,Technology,0.7904008043312989
taask chair,BC509682018,taask chair,14,Furniture,Technology,0.7743956973140732
black counch,BC591759000,black counch,19,Furniture,Technology,0.7541374910973905
Office 365 subscription,BC332866519,office 365 subscription,6,,Furniture,0.7735848270877093
Workstation WS-Pro,BC746716453,workstation ws-pro,8,,Services,0.7787293883731751
security support basic,BC670866707,security support basic,13,Services,Furniture,0.7770740437542507
Kimball reception sofa,BC924913247,kimball reception sofa,5,,Technology,0.7688319305456137
소프트웨어,BC466990085,소프트웨어,2,Services,Services,0.7407512643873234
plastic cadeira,BC937649523,plastic cadeira,14,Furniture,Technology,0.7619628240650193
servicio de internet,BC814298538,servicio de internet,7,Services,Furniture,0.7773150370819597
Herman Miller Chair Model C-300,BC531168733,herman miller chair model c-300,14,,Technology,0.7627009679859177
ITSM service,BC496284441,itsm service,7,,Furniture,0.7837436364395647
стол Model Pro-901,BC385417366,стол model pro-901,1,,Technology,0.7833742852380444
CDN SERVICE,BC744154611,cdn service,7,,Furniture,0.7779866622192888
OneDrive storage annual agreement,BC879394493,onedrive storage annual agreement,15,,Furniture,0.7540988893504726
office sofa,BC440096507,office sofa,5,Furniture,Technology,0.7742960075414633
premium seet,BC264013159,premium seet,19,Furniture,Technology,0.7588127006196378
divan,BC659568869,divan,11,Furniture,Technology,0.7780407083535157
seet,BC244816382,seet,19,Furniture,Technology,0.7704354871415494
phone support,BC779937154,phone support,13,Services,Furniture,0.7894936847721645
mesh cabnet,BC548108259,mesh cabnet,16,Furniture,Technology,0.7741858819426367
Anti-virus per device,BC988651295,anti-virus per device,17,,Furniture,0.77256232624292
business computer,BC283486349,business computer,9,Technology,Services,0.7546024728427624
hardware maintenance,BC317228954,hardware maintenance,13,Services,Furniture,0.7600834417378017
Adobe CC All Apps standard,BC493369637,adobe cc all apps standard,6,,Furniture,0.7567491375430315
Ofice 365,BC198682372,ofice 365,6,,Furniture,0.764584346912691
mini PC Gen 3,BC873309842,mini piece gen 3,8,,Services,0.7551305385997681
standing desk,BC487541399,standing desk,3,Furniture,Technology,0.777161946519784
SaaS subscription volume license,BC733830783,saas subscription volume license,15,,Furniture,0.7578732938762295
gray schreibtisch Model X-327,BC634323575,gray schreibtisch model x-327,1,,Technology,0.7697487230470349
컴퓨터,BC602935000,컴퓨터,2,Technology,Services,0.7450475671827336
16GB RAM Computer,BC164542674,16gb ram computer,9,,Services,0.7436702061305737
deluxe height adjustable desk,BC713119661,deluxe height adjustable desk,3,Furniture,Technology,0.7526349928225794
Teknion armoire,BC427413432,teknion armoire,21,,Services,0.754548669460507
Reception Sofa RS-100,BC840447097,reception sofa rs-100,5,,Technology,0.7670193532979941
ergonomic chair,BC324130818,ergonomic chair,14,Furniture,Technology,0.7843579580371872
service agreement,BC128008008,service agreement,15,Services,Furniture,0.7628249497409451
metal computer desk,BC779580831,metal computer desk,3,Furniture,Technology,0.7724230792369166
1080p Monitor quiet,BC786031600,1080p monitor quiet,12,,Services,0.7482987058663331
office sofa,BC538719265,office sofa,5,Furniture,Technology,0.7742960075414633
chaise Model X-195,BC750637748,chaise model x-195,1,,Technology,0.7863569612672497
인터넷 서비스 license,BC219483835,인터넷 서비스 license,15,Services,Furniture,0.7367721171374905
support contract basic,BC501387022,support contract basic,13,Services,Furniture,0.7711204338108608
storage cabinet,BC543352165,storage cabinet,16,Furniture,Technology,0.7821504333914587
workstation Model Pro-997,BC836527450,workstation model pro-997,1,,Technology,0.7861992473771741
tavolo Model B-891,BC678700154,tavolo model b-891,1,,Technology,0.7788713927438428
Aeron chair,BC546626348,aeron chair,14,,Technology,0.7829634477680222
work table,BC424620301,work table,10,Furniture,Technology,0.7685725977580232
copyer,BC663961987,copyer,20,Technology,Services,0.7427016110495629
glass seat Model Pro-310,BC699602642,glass seat model pro-310,1,,Technology,0.782110428350227
HP ProBook,BC324422284,hp probook,8,,Services,0.7801379057338623
Allsteel bureau,BC930888412,allsteel bureau,6,,Furniture,0.7430419169886797
executive chair,BC333203933,executive chair,19,Furniture,Technology,0.7620928634309171
armchair,BC404957218,armchair,19,Furniture,Technology,0.7757379759454129
SQL Server,BC293028062,sql server,4,,Furniture,0.7588891595900964
Windows 10 Pro limited contract,BC634239338,windows 10 pro limited contract,6,,Furniture,0.7451633655055254
Azure subscription,BC435418436,azure subscription,6,,Furniture,0.7593620859606951
B&W printer,BC241246317,bw printer,18,,Services,0.7680679350358912
Internet-Service volume license,BC173955669,internet-service volume license,15,,Furniture,0.7691117496486294
iCloud storage,BC506994931,icloud storage,7,,Furniture,0.7630167768700151
bookcase Model Pro-320,BC494152254,bookcase model pro-320,1,,Technology,0.7789445872476269
IKEA Lounge Seating LS-200,BC364404457,ikea lounge seating ls-200,5,,Technology,0.7441257456815695
SIP trunk monthly,BC333471497,sip trunk monthly,6,,Furniture,0.7452818595393389
fabric conference chair,BC158559749,fabric conference chair,14,Furniture,Technology,0.7686366369312302
mobile plan unlimited,BC106174601,mobile plan unlimited,7,Services,Furniture,0.7700502441628008
small executive chair,BC979447956,small executive chair,14,Furniture,Technology,0.7622322966640488
Azure subscription,BC350707551,azure subscription,6,,Furniture,0.7593620859606951
의자 Model X-817,BC438126323,의자 model x-817,1,,Technology,0.7669372911622693
Steelcase desk Model A-702,BC635148365,steelcase desk model a-702,1,,Technology,0.7813607211282422
dedicated line per user,BC113545781,dedicated line per user,17,Services,Furniture,0.7594665301346741
security support volume license service,BC246698943,security support volume license service,15,Services,Furniture,0.7685352535243618
remote support premium agreement,BC391317298,remote support premium agreement,15,Services,Furniture,0.7484918804164516
Adobe CC All Apps,BC404007541,adobe cc all apps,6,,Furniture,0.7595979415400713
executive chair,BC416447391,executive chair,19,Furniture,Technology,0.7620928634309171
inkjet printer certified,BC297543237,inkjet printer certified,18,Technology,Services,0.7605602531892726
Global deluxe шкаф,BC850282713,global deluxe шкаф,16,,Technology,0.7645791033209631
ordenador,BC806019487,ordenador,9,Technology,Services,0.7531561661372875
Lounge Seating LS-200 Model C-221,BC454601784,lounge seating ls-200 model c-221,1,,Technology,0.7739730234315564
Internet-Service,BC521359675,internet-service,7,,Furniture,0.7822395132286577
iCloud storage,BC986108130,icloud storage,7,,Furniture,0.7630167768700151
compter quiet,BC386156035,compter quiet,21,Technology,Services,0.7347532516748625
skrivbord,BC566531276,skrivbord,10,Furniture,Technology,0.7354677608172578
cabnit,BC711028819,cabnit,16,Furniture,Technology,0.7577000716627905
scren,BC281736451,scren,20,Technology,Services,0.7273213477210106
ITSM service unlimited,BC444390192,itsm service unlimited,7,,Furniture,0.7744584844810991
office desk,BC662906773,office desk,3,Furniture,Technology,0.789218237623147
طابعة backlit,BC197110078,طابعة backlit,18,Technology,Services,0.7590885549051234
QHD Display 2022,BC348053691,qhd display 2022,8,,Services,0.7502572628429321
ergonomic chair,BC793627337,ergonomic chair,14,Furniture,Technology,0.7843579580371872
service agreement site license service,BC780631093,service agreement site license service,15,Services,Furniture,0.7766152591701138
IT support license,BC135981405,it support license,13,,Furniture,0.7645378160511562
DSL,BC867384519,dsl,7,,Furniture,0.752572374175313
MS Office,BC889556480,ms office,4,,Furniture,0.7610816568435144
Teknion Chair Model C-300,BC185336088,teknion chair model c-300,1,,Technology,0.7813420648744275
szafa,BC594318319,szafa,16,Furniture,Technology,0.7562295654715369
photo printer,BC506603082,photo printer,18,Technology,Services,0.784873881862826
モニター,BC789075603,モニター,0,Technology,Services,0.7330424195558745
security software,BC661782298,security software,17,Services,Furniture,0.7485357535386048
HP EliteDesk Max,BC623836867,hp elitedesk max,8,,Services,0.7769705745151428
كرسي,BC979947812,كرسي,19,Furniture,Technology,0.7705582727097867
desktop computer gaming,BC950899166,desktop computer gaming,9,Technology,Services,0.7424234557758068
schrank,BC260610323,schrank,16,Furniture,Technology,0.7665708521307776
filing cabinet Model C-547,BC774992147,filing cabinet model c-547,1,,Technology,0.7829456682374646
ultra wide,BC913656416,ultra wide,12,Technology,Services,0.7635470641159974
خزانة,BC270307732,خزانة,16,Furniture,Technology,0.7369708279074499
bench,BC847889838,bench,3,Furniture,Technology,0.763035228475503
IaaS platform standard,BC516065124,iaas platform standard,7,,Furniture,0.7459988163216142
small HON table,BC107053228,small hon table,10,,Technology,0.7610427429835481
lounge chair,BC557913296,lounge chair,19,Furniture,Technology,0.7858685601853727
divan Model Pro-600,BC194269176,divan model pro-600,1,,Technology,0.7788256163766553
cupboard,BC336859315,cupboard,20,Furniture,Services,0.7374847145155968
HON workstation,BC142146105,hon workstation,10,,Technology,0.7577238371531648
iCloud storage volume license,BC877817678,icloud storage volume license,15,,Furniture,0.7624762029643642
business hours support bundle,BC515026155,business hours support bundle,13,Services,Furniture,0.7501245188747951
Knoll basic char,BC160170716,knoll basic char,16,,Technology,0.7516816714705298
display,BC285652633,display,20,Technology,Services,0.7494083256796898
divan,BC312717408,divan,11,Furniture,Technology,0.7780407083535157
イス,BC865007974,イス,0,Furniture,Services,0.7300588494569975
leather стол,BC765434962,leather стол,14,Furniture,Technology,0.7640374829357163
Global char Model A-429,BC928416590,global char model a-429,1,,Technology,0.7670947666337659
professional lounge chair,BC683708118,professional lounge chair,14,Furniture,Technology,0.7697321703022019
Steelcase storage unit,BC918671750,steelcase storage unit,16,,Technology,0.7763484576643774
fiber internet,BC176927143,fiber internet,7,Services,Furniture,0.7722305820686846
bench,BC688574163,bench,3,Furniture,Technology,0.763035228475503
phone support annual contract,BC382769127,phone support annual contract,15,Services,Furniture,0.7493491740222561
software support,BC582537877,software support,13,Services,Furniture,0.7940790700947353
soffa Model X-132,BC424100009,soffa model x-132,1,,Technology,0.7779917473962475
computer,BC637577213,computer,9,Technology,Services,0.7490172792087292
Color laser Max,BC949830412,color laser max,18,,Services,0.7352493195993373
MSP SERVICE,BC123762858,msp service,7,,Furniture,0.772076027224782
Windows 10 Pro,BC160046549,windows 10 pro,8,,Services,0.775466689722815
deks,BC725084928,deks,3,Furniture,Technology,0.752029528840951
widescreen,BC700539700,widescreen,12,Technology,Services,0.7417906535172425
NOC service site license,BC131638762,noc service site license,15,,Furniture,0.7581360311503994
Adoby Creative,BC112277573,adoby creative,6,,Furniture,0.7452960454447954
basic shelf,BC396222040,basic shelf,16,Furniture,Technology,0.7617953279913733
bureau,BC989516564,bureau,19,Furniture,Technology,0.762929593434274
external monitor,BC839170893,external monitor,12,Technology,Services,0.7661962521576844
security software site license,BC211779101,security software site license,15,Services,Furniture,0.7634555668826687
SQL Server limited,BC882206689,sql server limited,4,,Furniture,0.7578446477950525
all-in-one,BC266457342,all-in-one,8,Technology,Services,0.7518977614810852
برمجيات,BC208689641,برمجيات,0,Services,Services,0.7114044433862883
office chair,BC947384695,office chair,19,Furniture,Technology,0.7856174458169339
notebook new,BC626072176,notebook new,8,Technology,Services,0.7677182051113037
cloud storage,BC571967377,cloud storage,17,Services,Furniture,0.7487196934723817
モニター,BC661852456,モニター,0,Technology,Services,0.7330424195558745
Used IKEA brown sofa,BC120100290,used ikea brown sofa,5,,Technology,0.7473642448461508
Aeron chair,BC698439590,aeron chair,14,,Technology,0.7829634477680222
ANTI-VIRUS BASIC SUBSCRIPTION,BC712062546,anti-virus basic subscription,17,,Furniture,0.7657650721573792
USB printer,BC116121432,usb printer,18,,Services,0.7768136649591395
small file cabinet,BC337079167,small file cabinet,16,Furniture,Technology,0.7730137566031287
